"","codprov","depto","coddepto","circuito","mesa","electores","blancos","nulos","0060","0064","0181","0185","0186","0188","0501","0505","0542","0543"
"1754","23","Río Chico","006","0072 ","1754",348,1,6,0,7,13,5,4,0,146,12,11,81
"1755","23","Río Chico","006","0072 ","1755",348,7,8,1,12,23,0,8,1,117,9,10,83
"1756","23","Río Chico","006","0072 ","1756",348,5,8,3,5,10,3,6,0,146,6,15,81
"1757","23","Río Chico","006","0072 ","1757",348,7,5,2,5,21,6,6,1,122,3,14,90
"1758","23","Río Chico","006","0072 ","1758",348,0,7,1,6,17,4,5,2,165,4,17,62
"1759","23","Río Chico","006","0072 ","1759",350,3,5,1,4,12,5,5,1,164,7,16,76
"1760","23","Río Chico","006","0072 ","1760",348,5,0,2,8,10,4,2,0,143,7,17,73
"1761","23","Río Chico","006","0072 ","1761",348,5,3,7,6,23,6,6,1,141,9,13,63
"1762","23","Río Chico","006","0072 ","1762",348,4,3,2,6,13,9,4,2,141,5,14,79
"1763","23","Río Chico","006","0072 ","1763",349,6,3,3,13,21,8,2,0,136,4,9,67
"1764","23","Río Chico","006","0072 ","1764",348,2,3,4,5,11,0,5,0,180,6,25,70
"1765","23","Río Chico","006","0072 ","1765",349,6,3,5,8,17,5,7,1,155,4,29,56
"1766","23","Río Chico","006","0072 ","1766",348,3,5,3,3,13,2,5,0,153,5,11,72
"1767","23","Río Chico","006","0072 ","1767",347,5,4,0,11,17,2,3,1,148,6,9,82
"1768","23","Río Chico","006","0072 ","1768",348,2,8,0,5,16,11,5,0,137,4,17,84
"1769","23","Río Chico","006","0072 ","1769",348,5,8,3,1,9,1,7,1,167,4,17,60
"1770","23","Río Chico","006","0072 ","1770",348,3,0,0,8,14,2,7,2,127,2,15,99
"1771","23","Río Chico","006","0072 ","1771",348,4,2,2,8,10,4,10,1,136,2,12,90
"1772","23","Río Chico","006","0072 ","1772",348,5,4,2,4,9,6,8,0,168,5,18,70
"1773","23","Río Chico","006","0072 ","1773",348,0,8,1,5,20,6,8,1,131,1,10,79
"1774","23","Río Chico","006","0072 ","1774",349,13,6,4,9,9,2,7,1,156,4,6,71
"1775","23","Río Chico","006","0072 ","1775",348,2,5,3,8,16,10,7,0,122,7,9,78
"1776","23","Río Chico","006","0072 ","1776",348,7,0,1,3,20,3,7,0,166,2,22,62
"1777","23","Río Chico","006","0072 ","1777",348,6,5,3,5,12,4,1,0,160,9,14,68
"1778","23","Río Chico","006","0072 ","1778",347,7,2,4,3,8,8,5,1,139,6,23,93
"1779","23","Río Chico","006","0072 ","1779",349,2,4,1,6,17,2,7,0,139,8,13,93
"1780","23","Río Chico","006","0072 ","1780",348,3,7,1,6,18,5,3,0,150,4,19,77
"1781","23","Río Chico","006","0072 ","1781",348,4,5,3,10,12,5,4,1,148,5,12,67
"1782","23","Río Chico","006","0072 ","1782",347,2,3,2,8,12,4,2,2,137,5,9,77
"1783","23","Río Chico","006","0072 ","1783",347,5,5,1,9,20,4,16,0,119,7,20,88
"1784","23","Río Chico","006","0072 ","1784",348,298,2,6,8,24,3,5,2,156,11,8,72
"1785","23","Río Chico","006","0072 ","1785",347,2,4,2,3,15,3,8,1,131,9,16,90
"1786","23","Río Chico","006","0072 ","1786",347,4,6,3,4,15,2,7,1,150,6,16,72
"1787","23","Río Chico","006","0072 ","1787",347,1,1,0,9,12,3,5,1,180,10,19,60
"1788","23","Río Chico","006","0072 ","1788",347,3,4,1,8,12,6,3,1,149,6,11,72
"1789","23","Río Chico","006","0072 ","1789",347,8,0,0,5,8,8,3,2,119,6,18,80
"1790","23","Río Chico","006","0072 ","1790",346,5,4,0,4,17,5,5,0,127,7,18,87
"1791","23","Río Chico","006","0072 ","1791",347,1,2,1,11,19,3,8,0,124,3,8,97
"1792","23","Río Chico","006","0072 ","1792",347,4,2,5,8,15,3,8,0,135,14,11,78
"1793","23","Río Chico","006","0072 ","1793",347,8,3,5,7,16,4,3,1,143,6,15,85
"1794","23","Río Chico","006","0072 ","1794",348,7,4,3,4,13,7,2,0,150,1,21,62
"1795","23","Río Chico","006","0072 ","1795",347,4,7,1,7,14,5,6,0,154,3,12,66
"1796","23","Río Chico","006","0072 ","1796",347,3,5,1,2,19,10,5,1,133,7,11,73
"1797","23","Río Chico","006","0072 ","1797",346,5,3,3,10,18,6,10,1,146,4,20,69
"1798","23","Río Chico","006","0072 ","1798",347,3,4,2,5,19,4,2,3,155,4,23,71
"1799","23","Río Chico","006","0072 ","1799",346,2,2,2,13,15,3,8,0,142,3,25,62
"1800","23","Río Chico","006","0072 ","1800",347,5,0,2,7,16,4,10,0,149,8,11,74
"1801","23","Río Chico","006","0072 ","1801",348,5,0,3,13,11,6,6,0,136,6,7,91
"1802","23","Río Chico","006","0072 ","1802",346,3,4,6,1,12,9,2,0,150,7,8,72
"1803","23","Río Chico","006","0072 ","1803",349,1,11,4,8,11,4,2,0,172,7,18,58
"1804","23","Río Chico","006","0072 ","1804",347,10,5,2,3,12,2,6,1,159,3,20,70
"1805","23","Río Chico","006","0072 ","1805",348,6,2,2,3,23,5,5,1,150,7,10,71
"1806","23","Río Chico","006","0072 ","1806",347,3,3,2,10,18,2,4,3,142,7,11,69
"1807","23","Río Chico","006","0072 ","1807",346,5,7,2,5,19,5,4,2,147,6,22,63
"1808","23","Río Chico","006","0072 ","1808",348,9,4,4,4,25,1,7,0,125,6,16,91
"1809","23","Río Chico","006","0072 ","1809",347,2,9,0,3,7,5,3,0,138,5,18,100
"1810","23","Río Chico","006","0072 ","1810",347,4,0,5,7,16,8,7,0,133,5,17,96
"1811","23","Río Chico","006","0073 ","1811",306,12,0,2,5,3,8,6,2,152,5,12,47
"1812","23","Río Chico","006","0073 ","1812",306,3,4,2,1,6,3,4,0,157,3,9,47
"1813","23","Río Chico","006","0073 ","1813",305,10,3,1,2,10,4,0,0,150,6,8,40
"1814","23","Río Chico","006","0073 ","1814",305,6,1,2,1,7,3,2,0,137,5,19,54
"1815","23","Río Chico","006","0073 ","1815",304,10,3,2,1,10,2,0,2,152,1,10,40
"1816","23","Río Chico","006","0074 ","1816",270,7,3,3,1,8,3,1,0,167,3,4,14
"1817","23","Río Chico","006","0074 ","1817",270,2,1,5,2,7,2,1,2,175,4,10,21
"1818","23","Río Chico","006","0074 ","1818",270,3,4,2,3,13,1,2,0,177,3,8,11
"1819","23","Río Chico","006","0075 ","1819",342,4,3,2,3,20,5,9,1,175,1,13,40
"1820","23","Río Chico","006","0075 ","1820",342,4,2,0,3,17,4,3,0,150,1,25,59
"1821","23","Río Chico","006","0075 ","1821",342,0,0,2,6,11,0,4,1,177,5,25,49
"1822","23","Río Chico","006","0075 ","1822",341,6,5,0,2,14,2,1,1,165,6,26,46
"1823","23","Río Chico","006","0075 ","1823",342,4,5,3,4,21,1,4,0,135,3,38,56
"1824","23","Río Chico","006","0075 ","1824",341,2,3,0,1,14,4,4,0,173,1,34,43
"1825","23","Río Chico","006","0075 ","1825",341,4,6,0,1,16,6,3,1,186,1,10,40
"1826","23","Río Chico","006","0075 ","1826",340,5,1,6,0,17,4,1,2,168,4,14,46
"1827","23","Río Chico","006","0075 ","1827",341,4,0,1,1,14,3,2,1,177,4,12,57
"1828","23","Río Chico","006","0075 ","1828",341,2,1,3,3,15,3,4,0,182,7,11,47
"1829","23","Río Chico","006","0075 ","1829",341,4,0,2,1,27,2,4,1,144,1,44,47
"1830","23","Río Chico","006","0075 ","1830",341,12,3,3,5,14,3,6,1,151,1,22,58
"1831","23","Río Chico","006","0076 ","1831",239,1,2,0,1,6,0,1,0,161,4,9,16
"1832","23","Río Chico","006","0076 ","1832",238,0,1,0,0,3,2,0,0,192,0,3,9
"1833","23","Río Chico","006","0076 ","1833",238,2,2,1,1,7,1,0,2,157,2,7,12
"1834","23","Río Chico","006","0077 ","1834",348,0,0,0,7,0,0,5,0,304,0,7,31
"1835","23","Río Chico","006","0077 ","1835",347,0,0,0,6,0,0,6,0,280,0,5,16
"1836","23","Río Chico","006","0077 ","1836",348,284,2,1,6,6,3,11,0,194,5,11,42
"1837","23","Río Chico","006","0077 ","1837",349,9,1,3,4,14,2,5,1,223,1,9,23
"1838","23","Río Chico","006","0077 ","1838",347,4,5,1,5,9,1,18,0,213,6,15,16
"1839","23","Río Chico","006","0077 ","1839",348,8,4,1,6,9,1,5,0,211,3,11,20
"1840","23","Río Chico","006","0077 ","1840",348,1,31,4,3,16,1,5,2,197,1,22,15
"1841","23","Río Chico","006","0077 ","1841",346,0,5,2,8,11,1,4,0,218,5,10,31
"1842","23","Río Chico","006","0077 ","1842",348,5,0,2,4,14,2,16,0,213,2,10,22
"1843","23","Río Chico","006","0077 ","1843",348,6,0,4,2,3,1,4,1,234,2,9,18
"1844","23","Río Chico","006","0077 ","1844",348,11,0,2,3,15,1,11,4,213,5,8,17
"1845","23","Río Chico","006","0077 ","1845",348,8,3,3,3,6,3,10,0,215,3,7,31
"1846","23","Río Chico","006","0077 ","1846",348,5,5,2,6,8,3,6,0,225,5,6,24
"1847","23","Río Chico","006","0077 ","1847",347,9,4,0,13,21,2,6,1,195,7,7,27
"1848","23","Río Chico","006","0077 ","1848",348,6,6,2,6,12,2,9,1,203,1,25,23
"1849","23","Río Chico","006","0077 ","1849",348,5,0,4,2,10,4,12,1,211,1,9,28
"1850","23","Río Chico","006","0077 ","1850",347,8,6,2,9,19,6,16,0,194,4,11,30
"1851","23","Río Chico","006","0077 ","1851",347,3,2,2,9,17,4,9,0,211,6,23,19
"1852","23","Río Chico","006","0077 ","1852",346,1,1,1,6,13,4,5,1,203,6,11,28
"1853","23","Río Chico","006","0077 ","1853",348,0,8,0,14,14,1,14,0,186,0,7,36
"1854","23","Río Chico","006","0077 ","1854",347,3,8,2,9,23,2,8,2,187,0,14,36
"1855","23","Río Chico","006","0077 ","1855",347,8,2,2,10,3,1,4,0,223,2,11,24
"1856","23","Río Chico","006","0077 ","1856",347,8,4,3,4,5,6,7,2,193,6,12,33
"1857","23","Río Chico","006","0078 ","1857",288,4,3,0,8,7,5,1,0,153,0,12,27
"1858","23","Río Chico","006","0078 ","1858",289,2,2,1,4,9,3,1,2,180,6,3,29
"1859","23","Río Chico","006","0078 ","1859",287,1,1,1,5,16,1,6,3,154,5,9,33
"1860","23","Río Chico","006","0078 ","1860",286,8,0,1,3,5,0,2,0,169,4,6,26
"1861","23","Río Chico","006","0078 ","1861",287,0,7,1,6,9,3,4,0,160,0,3,26
"1862","23","Río Chico","006","0079 ","1862",303,3,1,0,6,8,8,5,2,175,6,7,35
"1863","23","Río Chico","006","0079 ","1863",302,2,0,0,2,4,4,2,0,184,2,10,32
"1864","23","Río Chico","006","0079 ","1864",302,2,3,0,1,4,3,2,0,196,2,7,30
"1865","23","Alberdi","007","0080 ","1865",346,4,5,3,8,17,5,10,0,142,2,13,81
"1866","23","Alberdi","007","0080 ","1866",346,5,3,2,7,19,5,10,1,137,4,16,68
"1867","23","Alberdi","007","0080 ","1867",346,0,2,3,9,14,2,2,4,144,9,5,79
"1868","23","Alberdi","007","0080 ","1868",346,5,2,2,9,15,5,13,1,125,4,14,75
"1869","23","Alberdi","007","0080 ","1869",346,5,2,2,13,9,1,6,1,127,7,7,80
"1870","23","Alberdi","007","0080 ","1870",347,3,3,3,14,14,0,5,3,150,0,8,68
"1871","23","Alberdi","007","0080 ","1871",346,5,4,0,9,12,4,8,2,118,0,11,92
"1872","23","Alberdi","007","0080 ","1872",346,3,7,4,13,17,7,8,1,138,2,12,74
"1873","23","Alberdi","007","0080 ","1873",346,6,3,0,15,13,6,9,2,140,1,8,74
"1874","23","Alberdi","007","0080 ","1874",346,6,5,0,12,16,3,10,0,133,2,8,77
"1875","23","Alberdi","007","0080 ","1875",346,1,9,1,9,18,5,8,0,121,3,9,85
"1876","23","Alberdi","007","0080 ","1876",346,5,5,1,15,17,1,10,1,113,4,11,67
"1877","23","Alberdi","007","0080 ","1877",346,2,3,0,10,7,7,6,0,170,2,9,60
"1878","23","Alberdi","007","0080 ","1878",346,5,4,0,13,10,8,8,0,129,0,7,83
"1879","23","Alberdi","007","0080 ","1879",345,5,1,0,14,14,0,14,0,124,0,11,83
"1880","23","Alberdi","007","0080 ","1880",347,5,3,8,7,6,3,7,0,178,2,5,47
"1881","23","Alberdi","007","0080 ","1881",345,4,7,5,17,15,3,2,2,115,4,5,102
"1882","23","Alberdi","007","0080 ","1882",346,5,4,0,10,17,2,6,1,127,4,4,93
"1883","23","Alberdi","007","0080 ","1883",347,2,4,1,12,11,1,7,1,144,9,7,68
"1884","23","Alberdi","007","0080 ","1884",346,2,8,1,9,10,3,14,2,141,12,10,66
"1885","23","Alberdi","007","0080 ","1885",346,0,8,2,20,7,8,19,1,116,1,6,90
"1886","23","Alberdi","007","0080 ","1886",346,4,1,2,6,12,2,5,2,127,2,7,94
"1887","23","Alberdi","007","0080 ","1887",346,7,6,0,14,16,8,14,3,96,5,2,92
"1888","23","Alberdi","007","0080 ","1888",346,8,6,1,5,15,5,2,0,134,1,9,69
"1889","23","Alberdi","007","0080 ","1889",345,0,6,1,9,10,6,6,2,140,2,18,86
"1890","23","Alberdi","007","0080 ","1890",346,6,5,1,18,13,7,7,0,101,4,13,95
"1891","23","Alberdi","007","0080 ","1891",346,1,9,0,17,12,4,4,2,124,5,12,86
"1892","23","Alberdi","007","0080 ","1892",346,4,5,2,16,11,3,3,0,149,3,14,78
"1893","23","Alberdi","007","0080 ","1893",345,7,3,1,12,16,4,4,1,137,4,9,71
"1894","23","Alberdi","007","0080 ","1894",346,7,8,1,6,9,5,4,1,121,4,18,66
"1895","23","Alberdi","007","0080 ","1895",347,7,3,2,10,7,3,2,0,175,6,13,60
"1896","23","Alberdi","007","0080 ","1896",345,4,4,1,8,12,3,9,1,157,2,12,62
"1897","23","Alberdi","007","0080 ","1897",345,3,4,1,17,14,3,11,0,121,2,19,78
"1898","23","Alberdi","007","0080 ","1898",346,5,4,2,13,9,2,3,0,131,2,25,78
"1899","23","Alberdi","007","0080 ","1899",346,4,5,2,16,9,5,5,3,134,6,6,85
"1900","23","Alberdi","007","0080 ","1900",346,3,1,1,18,12,3,5,0,143,2,15,72
"1901","23","Alberdi","007","0080 ","1901",346,6,2,0,19,19,7,9,1,130,8,9,67
"1902","23","Alberdi","007","0080 ","1902",344,4,6,2,17,18,2,12,2,118,4,6,75
"1903","23","Alberdi","007","0080 ","1903",346,8,3,0,19,13,3,5,1,125,3,4,78
"1904","23","Alberdi","007","0080 ","1904",346,1,4,1,15,13,2,7,1,111,0,8,103
"1905","23","Alberdi","007","0080 ","1905",347,3,3,2,12,5,2,2,0,152,7,10,82
"1906","23","Alberdi","007","0080 ","1906",346,1,9,2,18,11,1,5,1,141,4,9,74
"1907","23","Alberdi","007","0080 ","1907",346,2,3,3,7,10,2,7,1,145,8,10,85
"1908","23","Alberdi","007","0080 ","1908",345,4,8,2,8,15,2,5,1,131,2,7,92
"1909","23","Alberdi","007","0080 ","1909",345,4,10,0,12,15,2,4,3,125,7,9,82
"1910","23","Alberdi","007","0080 ","1910",345,2,4,3,20,16,3,3,1,142,5,5,69
"1911","23","Alberdi","007","0080 ","1911",344,2,3,2,15,9,4,11,0,136,3,11,82
"1912","23","Alberdi","007","0080 ","1912",345,5,5,1,11,8,4,5,3,147,9,6,64
"1913","23","Alberdi","007","0080 ","1913",345,5,4,6,5,7,4,12,3,133,6,12,73
"1914","23","Alberdi","007","0080 ","1914",345,5,5,3,9,23,1,11,1,123,8,17,73
"1915","23","Alberdi","007","0080 ","1915",345,1,7,1,12,11,2,5,0,116,1,13,95
"1916","23","Alberdi","007","0080 ","1916",345,1,9,1,16,14,6,8,1,142,4,10,66
"1917","23","Alberdi","007","0081 ","1917",287,5,1,1,2,8,9,4,2,162,4,9,30
"1918","23","Alberdi","007","0081 ","1918",287,4,1,2,4,13,10,6,1,147,3,11,16
"1919","23","Alberdi","007","0082 ","1919",346,10,2,2,2,11,11,10,1,183,5,6,26
"1920","23","Alberdi","007","0082 ","1920",346,1,3,2,4,18,4,8,1,191,4,7,25
"1921","23","Alberdi","007","0082 ","1921",346,4,1,2,1,15,6,4,1,180,0,11,39
"1922","23","Alberdi","007","0082 ","1922",346,2,0,3,4,2,13,6,2,175,8,13,42
"1923","23","Alberdi","007","0082 ","1923",343,1,3,1,7,8,2,3,0,173,11,10,58
"1924","23","Alberdi","007","0082 ","1924",346,4,2,2,7,20,5,3,0,174,1,5,37
"1925","23","Alberdi","007","0082 ","1925",346,6,3,3,5,21,4,6,1,183,3,8,35
"1926","23","Alberdi","007","0083 ","1926",297,5,2,0,1,7,1,2,0,174,2,8,27
"1927","23","Alberdi","007","0083 ","1927",297,3,2,2,2,9,1,0,0,170,2,6,30
"1928","23","Alberdi","007","0084 ","1928",187,5,0,1,4,7,3,0,0,87,4,1,19
"1929","23","Alberdi","007","0084 ","1929",186,2,0,1,6,1,1,3,0,83,2,0,24
"1930","23","La Cocha","008","0085 ","1930",231,6,3,2,2,8,0,1,0,157,0,2,19
"1931","23","La Cocha","008","0085 ","1931",229,1,1,1,4,4,0,1,1,147,0,4,18
"1932","23","La Cocha","008","0086 ","1932",294,3,2,2,6,14,2,13,0,153,2,14,34
"1933","23","La Cocha","008","0086 ","1933",295,3,4,1,3,6,2,12,0,151,1,9,50
"1934","23","La Cocha","008","0087 ","1934",277,0,5,1,1,8,0,5,0,149,1,8,19
"1935","23","La Cocha","008","0087 ","1935",276,5,1,3,2,6,3,10,2,144,6,13,20
"1936","23","La Cocha","008","0087 ","1936",277,4,2,0,2,7,1,3,2,143,3,7,25
"1937","23","La Cocha","008","0088 ","1937",323,1,4,1,3,7,0,2,3,192,7,5,33
"1938","23","La Cocha","008","0088 ","1938",322,6,0,2,5,7,6,2,0,197,4,9,30
"1939","23","La Cocha","008","0088 ","1939",322,0,8,6,5,9,5,6,0,179,5,10,37
"1940","23","La Cocha","008","0088 ","1940",322,5,4,1,7,12,2,4,1,172,2,10,47
"1941","23","La Cocha","008","0089 ","1941",322,8,1,0,15,11,7,8,1,155,0,3,49
"1942","23","La Cocha","008","0089 ","1942",321,5,3,1,6,12,0,11,3,165,3,8,32
"1943","23","La Cocha","008","0089 ","1943",322,2,3,0,7,18,4,6,0,173,3,6,33
"1944","23","La Cocha","008","0090 ","1944",317,5,3,1,8,14,1,3,1,164,0,8,54
"1945","23","La Cocha","008","0090 ","1945",317,2,1,1,7,17,2,4,2,200,0,7,20
"1946","23","La Cocha","008","0090 ","1946",316,0,1,0,3,6,0,6,0,184,3,2,31
"1947","23","La Cocha","008","0090 ","1947",317,0,1,4,5,6,0,4,0,171,4,9,62
"1948","23","La Cocha","008","0091 ","1948",335,5,8,4,8,6,3,8,5,149,1,6,79
"1949","23","La Cocha","008","0091 ","1949",335,3,1,1,5,7,1,7,0,169,4,8,51
"1950","23","La Cocha","008","0091 ","1950",334,4,1,1,4,6,4,4,0,163,2,3,75
"1951","23","La Cocha","008","0091 ","1951",336,4,9,3,6,14,1,11,0,158,4,3,58
"1952","23","La Cocha","008","0091 ","1952",335,3,4,1,9,10,2,8,1,125,7,6,86
"1953","23","La Cocha","008","0091 ","1953",334,6,5,0,9,5,0,6,2,171,4,9,67
"1954","23","La Cocha","008","0091 ","1954",335,4,4,0,11,5,0,13,1,165,6,8,62
"1955","23","La Cocha","008","0091 ","1955",334,3,6,2,5,15,1,7,0,130,4,6,93
"1956","23","La Cocha","008","0091 ","1956",334,1,6,5,13,11,4,7,1,148,2,2,75
"1957","23","La Cocha","008","0091 ","1957",335,4,3,1,7,10,2,5,0,147,8,7,60
"1958","23","La Cocha","008","0091 ","1958",335,3,4,4,8,4,1,7,1,135,2,12,88
"1959","23","La Cocha","008","0091 ","1959",337,5,9,6,6,13,4,4,1,144,4,2,77
"1960","23","La Cocha","008","0091 ","1960",334,5,3,3,8,14,2,8,1,150,8,1,68
"1961","23","La Cocha","008","0091 ","1961",335,4,7,2,8,12,3,6,1,145,0,10,86
"1962","23","La Cocha","008","0091 ","1962",334,3,8,0,7,11,0,4,1,144,4,7,92
"1963","23","La Cocha","008","0091 ","1963",333,1,5,2,2,9,5,4,0,170,3,5,66
"1964","23","La Cocha","008","0091 ","1964",334,2,4,0,10,15,1,5,0,155,2,2,71
"1965","23","La Cocha","008","0091 ","1965",333,3,9,2,3,25,4,14,0,156,3,4,58
"1966","23","La Cocha","008","0091 ","1966",333,5,7,3,7,16,0,3,2,165,2,5,68
"1967","23","La Cocha","008","0092 ","1967",268,3,1,1,0,5,0,1,1,159,5,3,45
"1968","23","La Cocha","008","0092 ","1968",268,4,2,2,1,3,2,4,0,142,2,5,51
"1969","23","La Cocha","008","0093 ","1969",239,1,0,1,3,3,0,4,3,148,2,3,18
"1970","23","La Cocha","008","0093 ","1970",239,4,0,2,5,0,0,1,0,174,1,2,5
"1971","23","La Cocha","008","0093 ","1971",237,4,0,1,0,4,0,0,0,170,0,2,19
"1972","23","Graneros","009","0094 ","1972",344,3,0,5,1,11,2,1,1,200,8,14,24
"1973","23","Graneros","009","0094 ","1973",344,4,4,1,1,12,3,3,0,181,9,8,57
"1974","23","Graneros","009","0094 ","1974",344,271,10,2,2,17,2,2,1,178,4,12,41
"1975","23","Graneros","009","0094 ","1975",344,8,6,1,2,11,6,5,1,187,7,10,35
"1976","23","Graneros","009","0095 ","1976",187,2,2,0,1,4,1,3,0,111,4,1,17
"1977","23","Graneros","009","0096 ","1977",315,2,2,4,1,9,0,4,0,173,5,5,37
"1978","23","Graneros","009","0096 ","1978",315,4,2,1,2,8,2,1,1,178,5,4,36
"1979","23","Graneros","009","0096 ","1979",316,7,7,1,3,9,1,7,1,182,6,7,27
"1980","23","Graneros","009","0096 ","1980",315,4,1,3,2,8,1,1,0,193,5,2,37
"1981","23","Graneros","009","0096 ","1981",316,3,4,2,1,9,0,1,1,187,4,7,29
"1982","23","Graneros","009","0096 ","1982",315,3,6,0,2,6,0,2,0,182,8,6,31
"1983","23","Graneros","009","0096 ","1983",315,2,1,2,2,8,2,2,1,187,4,2,26
"1984","23","Graneros","009","0096 ","1984",318,2,0,2,3,14,0,1,0,169,5,7,21
"1985","23","Graneros","009","0096 ","1985",315,0,0,1,2,10,1,9,0,173,7,5,37
"1986","23","Graneros","009","0097 ","1986",332,4,4,0,3,8,4,1,0,186,2,8,13
"1987","23","Graneros","009","0097 ","1987",332,4,7,2,0,5,2,3,1,206,8,3,19
"1988","23","Graneros","009","0098 ","1988",343,2,4,0,7,7,1,7,0,156,13,2,69
"1989","23","Graneros","009","0098 ","1989",343,3,2,2,3,4,0,4,0,229,2,11,28
"1990","23","Graneros","009","0098 ","1990",343,7,2,4,4,3,3,6,0,205,4,10,39
"1991","23","Graneros","009","0098 ","1991",344,5,3,0,2,11,4,3,3,187,0,7,48
"1992","23","Graneros","009","0098 ","1992",343,8,0,2,6,4,4,3,0,210,9,3,39
"1993","23","Graneros","009","0098 ","1993",343,6,0,0,4,8,0,3,3,193,9,6,43
"1994","23","Graneros","009","0098 ","1994",342,3,3,4,3,10,1,6,0,187,5,5,62
"1995","23","Graneros","009","0098 ","1995",342,5,4,3,5,8,1,5,2,201,5,5,36
"1996","23","Graneros","009","0098 ","1996",342,2,3,0,4,8,5,1,1,222,5,9,30
"1997","23","Graneros","009","0099 ","1997",199,4,1,0,0,19,0,0,0,97,0,2,20
"1998","23","Graneros","009","0099 ","1998",198,0,1,1,1,6,3,1,0,116,1,5,19
"1999","23","Graneros","009","0100 ","1999",336,7,1,3,1,18,2,5,1,201,2,3,30
"2000","23","Graneros","009","0100 ","2000",337,5,0,0,5,15,4,5,2,175,1,2,35
"2001","23","Graneros","009","0100 ","2001",336,4,0,0,0,27,2,1,2,195,1,5,25
"2002","23","Graneros","009","0100 ","2002",337,3,2,0,0,0,0,0,0,188,4,0,45
"2003","23","Graneros","009","0100 ","2003",335,1,2,1,1,11,4,0,0,215,1,1,27
"2004","23","Graneros","009","0101 ","2004",169,2,2,2,0,9,0,1,0,95,1,0,14
"2005","23","Simoca","010","0102 ","2005",242,3,4,0,3,10,1,1,0,131,2,6,36
"2006","23","Simoca","010","0102 ","2006",242,2,1,1,3,11,0,2,0,137,2,2,20
"2007","23","Simoca","010","0102 ","2007",241,1,1,1,1,9,1,0,0,29,1,4,22
"2008","23","Simoca","010","0103 ","2008",286,3,5,3,3,16,1,7,0,127,1,3,39
"2009","23","Simoca","010","0103 ","2009",285,5,0,1,5,21,6,5,0,132,5,7,35
"2010","23","Simoca","010","0104 ","2010",305,3,1,0,3,16,1,6,1,115,0,6,80
"2011","23","Simoca","010","0105 ","2011",252,0,2,1,1,21,1,0,1,119,3,14,30
"2012","23","Simoca","010","0105 ","2012",252,2,2,2,6,16,1,1,0,116,1,14,47
"2013","23","Simoca","010","0106 ","2013",314,4,5,0,2,9,0,2,1,173,3,7,39
"2014","23","Simoca","010","0106 ","2014",314,1,2,0,3,5,1,2,0,191,4,4,33
"2015","23","Simoca","010","0106 ","2015",313,2,0,1,5,14,0,5,1,193,0,3,35
"2016","23","Simoca","010","0107 ","2016",338,0,4,2,6,21,5,2,3,98,3,9,135
"2017","23","Simoca","010","0107 ","2017",339,0,3,0,4,31,3,2,4,124,3,8,108
"2018","23","Simoca","010","0107 ","2018",339,290,2,4,10,15,2,3,3,136,4,13,93
"2019","23","Simoca","010","0107 ","2019",339,4,2,3,3,13,6,3,1,112,11,5,118
"2020","23","Simoca","010","0107 ","2020",339,0,5,1,6,17,0,1,1,128,1,7,122
"2021","23","Simoca","010","0107 ","2021",339,4,6,3,1,15,3,3,1,104,7,5,127
"2022","23","Simoca","010","0107 ","2022",339,3,6,2,9,24,3,3,0,115,6,10,101
"2023","23","Simoca","010","0107 ","2023",339,5,4,0,8,19,5,3,2,114,9,4,104
"2024","23","Simoca","010","0107 ","2024",338,2,1,1,3,25,3,2,0,113,2,7,126
"2025","23","Simoca","010","0107 ","2025",339,2,6,0,2,9,3,3,1,108,6,4,145
"2026","23","Simoca","010","0107 ","2026",339,2,4,2,6,12,4,7,1,106,9,10,110
"2027","23","Simoca","010","0107 ","2027",338,3,4,2,4,13,4,2,1,132,5,4,117
"2028","23","Simoca","010","0107 ","2028",339,3,4,0,5,16,4,0,1,107,7,18,121
"2029","23","Simoca","010","0107 ","2029",339,5,2,1,6,16,2,7,2,117,10,6,105
"2030","23","Simoca","010","0107 ","2030",339,4,2,0,5,9,1,2,3,93,12,14,137
"2031","23","Simoca","010","0107 ","2031",338,2,0,0,7,15,2,3,0,121,5,5,111
"2032","23","Simoca","010","0107 ","2032",339,1,7,1,4,13,1,4,1,120,6,13,108
"2033","23","Simoca","010","0107 ","2033",339,0,4,4,3,20,1,1,0,123,7,1,99
"2034","23","Simoca","010","0107 ","2034",339,6,5,0,2,15,4,4,0,152,5,1,89
"2035","23","Simoca","010","0107 ","2035",340,6,6,0,4,15,6,3,1,109,10,11,110
"2036","23","Simoca","010","0107 ","2036",339,0,5,3,7,22,3,2,3,116,1,10,101
"2037","23","Simoca","010","0107 ","2037",338,2,4,1,5,19,3,1,0,115,5,13,99
"2038","23","Simoca","010","0108 ","2038",323,6,1,1,0,6,4,6,2,173,1,18,40
"2039","23","Simoca","010","0108 ","2039",323,1,3,2,3,19,2,0,0,193,3,4,37
"2040","23","Simoca","010","0108 ","2040",322,3,1,5,0,16,3,3,0,183,5,6,36
"2041","23","Simoca","010","0108 ","2041",323,3,0,2,1,8,1,3,0,191,1,11,52
"2042","23","Simoca","010","0108 ","2042",323,3,2,0,1,15,5,2,0,75,0,7,39
"2043","23","Simoca","010","0109 ","2043",344,4,1,2,1,14,2,1,0,207,0,6,37
"2044","23","Simoca","010","0109 ","2044",343,0,3,2,1,24,5,1,0,195,0,8,45
