"","codprov","depto","coddepto","circuito","mesa","electores","blancos","nulos","0060","0064","0181","0185","0186","0188","0501","0505","0542","0543"
"626","23","Capital","001","0015 ","0626",343,7,2,1,15,22,2,6,1,94,24,6,81
"627","23","Capital","001","0015 ","0627",344,0,5,1,13,25,7,3,2,81,14,18,85
"628","23","Capital","001","0015 ","0628",344,2,8,1,12,24,3,4,0,107,7,13,72
"629","23","Capital","001","0015 ","0629",344,7,5,2,8,19,0,8,1,116,21,12,76
"630","23","Capital","001","0015 ","0630",343,7,5,3,12,35,3,4,0,75,15,14,99
"631","23","Capital","001","0015 ","0631",344,5,6,1,9,25,2,2,1,95,12,19,96
"632","23","Capital","001","0015 ","0632",344,0,5,3,6,21,5,9,3,98,21,17,80
"633","23","Capital","001","0015 ","0633",344,6,5,3,12,18,7,4,1,92,14,12,81
"634","23","Capital","001","0015 ","0634",343,4,4,2,11,21,5,1,0,119,16,7,78
"635","23","Capital","001","0015 ","0635",343,4,2,2,13,26,5,9,3,79,14,22,90
"636","23","Capital","001","0015 ","0636",344,4,5,0,7,22,6,2,3,99,16,11,112
"637","23","Capital","001","0015 ","0637",344,0,6,2,12,24,3,6,1,97,0,4,97
"638","23","Capital","001","0015 ","0638",345,6,2,4,19,26,3,9,1,74,19,14,88
"639","23","Capital","001","0015 ","0639",343,4,1,0,12,15,7,5,1,101,18,10,88
"640","23","Capital","001","0015 ","0640",344,5,7,1,12,23,1,5,0,96,14,12,80
"641","23","Capital","001","0015 ","0641",344,5,10,1,14,20,5,3,1,84,10,9,100
"642","23","Capital","001","0015A","0642",345,3,2,2,10,40,10,10,0,118,8,12,63
"643","23","Capital","001","0015A","0643",345,5,4,2,11,32,3,9,1,101,20,18,81
"644","23","Capital","001","0015A","0644",346,6,4,0,8,31,7,7,0,112,13,18,71
"645","23","Capital","001","0015A","0645",346,2,3,4,6,53,5,6,2,112,19,15,63
"646","23","Capital","001","0015A","0646",346,1,4,1,19,35,3,11,1,120,12,17,61
"647","23","Capital","001","0015A","0647",345,6,6,2,21,26,1,11,3,110,17,15,66
"648","23","Capital","001","0015A","0648",346,9,6,4,8,29,8,4,3,110,10,9,72
"649","23","Capital","001","0015A","0649",345,5,10,3,14,32,2,6,2,119,7,9,76
"650","23","Capital","001","0015A","0650",345,6,4,1,14,37,2,8,0,102,8,10,77
"651","23","Capital","001","0015A","0651",344,5,5,3,15,32,7,4,0,121,11,16,54
"652","23","Capital","001","0015A","0652",345,0,4,5,12,38,5,8,2,98,12,14,75
"653","23","Capital","001","0015A","0653",345,2,13,3,10,33,3,5,1,107,12,14,66
"654","23","Capital","001","0015A","0654",344,0,2,6,13,40,7,5,3,107,20,11,67
"655","23","Capital","001","0015A","0655",345,5,3,3,11,42,5,4,3,95,15,13,76
"656","23","Capital","001","0015A","0656",345,298,5,4,14,22,5,7,1,142,14,17,61
"657","23","Capital","001","0015A","0657",345,2,5,4,7,23,2,4,1,131,11,7,70
"658","23","Capital","001","0015A","0658",345,3,3,5,9,29,4,8,1,113,7,11,77
"659","23","Capital","001","0015A","0659",346,4,10,5,6,30,2,7,2,106,14,19,70
"660","23","Capital","001","0015A","0660",346,11,4,5,17,34,7,4,0,104,20,13,63
"661","23","Capital","001","0015A","0661",345,2,4,4,16,33,6,8,2,112,21,11,68
"662","23","Capital","001","0015A","0662",344,9,6,1,9,31,6,9,2,106,14,16,69
"663","23","Capital","001","0015A","0663",344,3,10,4,15,36,6,5,0,104,16,13,72
"664","23","Capital","001","0015A","0664",343,2,5,3,5,42,10,6,1,111,13,14,73
"665","23","Capital","001","0015A","0665",345,5,2,2,10,45,5,7,1,91,9,13,87
"666","23","Capital","001","0015A","0666",345,7,6,3,9,31,5,0,1,120,15,12,66
"667","23","Capital","001","0015A","0667",345,6,11,1,11,21,3,11,0,129,11,27,52
"668","23","Capital","001","0015A","0668",345,1,6,2,12,24,4,6,1,116,14,11,89
"669","23","Capital","001","0015A","0669",346,3,4,4,11,44,3,4,3,104,18,13,72
"670","23","Capital","001","0015A","0670",344,6,2,5,7,22,3,7,4,108,22,12,78
"671","23","Capital","001","0015A","0671",345,6,6,0,11,31,5,6,1,131,13,11,70
"672","23","Capital","001","0015A","0672",344,5,5,2,13,29,7,4,0,114,14,9,75
"673","23","Capital","001","0015A","0673",345,7,4,1,6,34,5,6,0,110,24,10,73
"674","23","Capital","001","0015B","0674",349,3,8,3,11,23,10,4,2,112,15,18,84
"675","23","Capital","001","0015B","0675",349,0,6,4,14,26,3,6,0,105,12,18,91
"676","23","Capital","001","0015B","0676",350,2,9,4,7,39,4,4,0,112,16,17,75
"677","23","Capital","001","0015B","0677",349,4,9,3,9,24,1,6,0,119,11,14,85
"678","23","Capital","001","0015B","0678",350,4,3,2,6,32,5,4,1,89,11,16,112
"679","23","Capital","001","0015B","0679",350,2,10,2,8,23,6,5,2,111,19,14,71
"680","23","Capital","001","0015B","0680",350,2,12,1,12,23,8,8,4,112,16,9,76
"681","23","Capital","001","0015B","0681",350,5,4,1,13,34,5,6,0,100,12,7,87
"682","23","Capital","001","0015B","0682",350,6,12,3,16,30,7,1,2,112,16,4,91
"683","23","Capital","001","0015B","0683",351,2,3,5,16,27,5,13,0,96,13,10,97
"684","23","Capital","001","0015B","0684",350,2,6,4,24,28,5,4,1,108,15,7,80
"685","23","Capital","001","0015B","0685",350,3,8,1,16,36,5,6,3,110,9,14,74
"686","23","Capital","001","0015B","0686",349,4,6,1,8,29,1,8,3,126,10,7,90
"687","23","Capital","001","0015B","0687",350,7,9,2,11,31,5,5,1,85,21,13,101
"688","23","Capital","001","0015B","0688",349,2,4,1,16,36,8,2,1,122,10,13,78
"689","23","Capital","001","0015B","0689",349,4,2,2,3,32,2,5,4,102,24,12,94
"690","23","Capital","001","0015B","0690",350,4,8,1,8,30,6,3,1,108,17,10,90
"691","23","Capital","001","0015B","0691",349,6,4,0,11,28,5,3,2,113,10,10,87
"692","23","Capital","001","0015B","0692",349,2,8,1,7,25,4,7,3,91,10,19,90
"693","23","Capital","001","0015B","0693",349,3,8,1,9,31,3,4,2,97,16,9,99
"694","23","Capital","001","0015B","0694",350,6,3,2,12,33,1,7,1,98,20,9,91
"695","23","Capital","001","0015B","0695",349,5,5,4,13,20,4,4,0,95,16,10,106
"696","23","Capital","001","0015B","0696",349,8,11,5,11,35,4,7,3,93,12,10,87
"697","23","Capital","001","0015B","0697",349,6,5,0,5,31,9,8,4,113,2,12,102
"698","23","Capital","001","0015B","0698",348,5,7,1,8,37,7,8,1,102,17,10,84
"699","23","Capital","001","0015B","0699",349,1,4,4,11,21,4,6,0,98,15,11,102
"700","23","Capital","001","0015B","0700",350,4,9,2,16,32,3,7,2,96,10,14,93
"701","23","Capital","001","0015B","0701",348,2,5,0,13,33,6,5,1,101,12,14,96
"702","23","Capital","001","0015B","0702",351,6,6,4,8,34,5,8,2,121,17,10,72
"703","23","Capital","001","0015B","0703",349,6,6,1,11,34,6,6,3,86,6,15,103
"704","23","Capital","001","0015B","0704",349,4,8,7,17,30,2,10,0,88,15,10,91
"705","23","Capital","001","0015B","0705",349,3,3,3,13,22,6,10,1,93,15,18,111
"706","23","Capital","001","0015B","0706",349,7,5,2,13,24,3,4,5,100,15,12,86
"707","23","Capital","001","0015B","0707",349,4,5,5,7,29,3,3,1,114,13,14,75
"708","23","Capital","001","0015B","0708",348,0,6,2,9,32,2,7,0,99,14,15,89
"709","23","Capital","001","0015B","0709",349,2,4,2,16,32,4,10,1,93,14,18,92
"710","23","Capital","001","0015B","0710",350,7,7,4,9,50,4,6,3,106,7,7,80
"711","23","Capital","001","0015B","0711",349,7,4,2,13,40,4,9,0,94,12,16,96
"712","23","Capital","001","0015B","0712",349,5,6,6,15,23,4,8,2,90,18,9,96
"713","23","Capital","001","0015B","0713",350,7,6,3,12,28,3,5,1,108,11,16,90
"714","23","Capital","001","0015B","0714",349,4,5,1,15,23,7,6,1,98,18,15,99
"715","23","Capital","001","0015B","0715",349,3,4,2,15,22,5,7,2,112,20,17,75
"716","23","Capital","001","0015B","0716",350,5,7,0,14,28,7,3,1,129,15,6,67
"717","23","Capital","001","0015B","0717",349,7,8,3,11,29,3,6,3,100,11,14,79
"718","23","Capital","001","0015B","0718",349,2,7,1,12,27,2,8,3,99,19,10,98
"719","23","Capital","001","0015B","0719",350,4,6,4,7,33,8,7,4,122,0,15,55
"720","23","Capital","001","0015B","0720",347,2,6,5,18,34,5,6,4,81,18,9,93
"721","23","Capital","001","0015B","0721",350,3,7,2,19,43,3,3,1,98,17,15,74
"722","23","Capital","001","0015B","0722",348,5,7,0,16,19,4,4,1,104,16,12,96
"723","23","Capital","001","0015B","0723",349,3,13,3,13,32,6,11,4,81,21,19,82
"724","23","Capital","001","0015B","0724",350,4,8,2,7,22,8,8,1,107,15,11,96
"725","23","Capital","001","0015B","0725",350,6,10,1,15,33,7,10,1,103,8,13,84
"726","23","Capital","001","0015B","0726",348,5,7,1,15,23,7,6,0,100,12,13,85
"727","23","Capital","001","0016 ","0727",346,1,5,2,13,16,5,2,1,65,18,11,122
"728","23","Capital","001","0016 ","0728",346,3,8,2,12,20,6,8,4,57,23,6,132
"729","23","Capital","001","0016 ","0729",347,3,8,3,14,21,3,12,0,60,12,8,137
"730","23","Capital","001","0016 ","0730",347,2,1,3,12,30,1,10,2,43,25,5,136
"731","23","Capital","001","0016 ","0731",346,2,6,2,17,24,1,9,1,55,16,10,140
"732","23","Capital","001","0016 ","0732",346,1,5,1,25,22,1,12,1,42,11,10,140
"733","23","Capital","001","0016 ","0733",346,4,4,0,10,19,2,5,0,51,17,7,145
"734","23","Capital","001","0016 ","0734",346,3,4,1,23,30,5,8,0,58,14,12,108
"735","23","Capital","001","0016 ","0735",345,0,2,2,26,22,5,11,6,48,18,8,136
"736","23","Capital","001","0016 ","0736",345,3,1,2,16,14,0,4,1,50,14,8,150
"737","23","Capital","001","0016 ","0737",346,0,7,0,22,22,5,7,2,51,18,11,135
"738","23","Capital","001","0016 ","0738",345,6,8,1,24,22,7,4,0,60,17,6,126
"739","23","Capital","001","0016 ","0739",346,1,6,1,17,30,1,5,0,46,17,4,149
"740","23","Capital","001","0016 ","0740",346,3,6,2,16,26,0,9,2,43,13,13,130
"741","23","Capital","001","0016 ","0741",346,2,5,1,15,29,3,9,1,36,17,8,143
"742","23","Capital","001","0016 ","0742",346,4,12,4,11,19,8,4,0,83,15,8,120
"743","23","Capital","001","0016 ","0743",345,6,6,3,16,20,6,8,1,43,13,10,128
"744","23","Capital","001","0016 ","0744",346,1,4,1,15,27,5,7,2,69,16,12,113
"745","23","Capital","001","0016 ","0745",345,3,3,1,12,25,3,7,5,52,18,11,139
"746","23","Capital","001","0016 ","0746",346,1,6,2,18,18,0,2,5,59,20,9,129
"747","23","Capital","001","0016 ","0747",345,3,2,6,23,41,1,8,0,55,14,14,110
"748","23","Capital","001","0016 ","0748",348,2,2,1,22,27,8,4,3,55,15,12,128
"749","23","Capital","001","0016 ","0749",345,4,5,2,13,33,1,6,1,37,22,6,142
"750","23","Capital","001","0016 ","0750",346,4,4,5,18,23,5,6,0,52,17,7,127
"751","23","Capital","001","0016 ","0751",346,2,3,2,7,35,2,4,2,43,25,12,118
"752","23","Capital","001","0016 ","0752",348,0,4,4,22,35,2,6,1,74,18,11,101
"753","23","Capital","001","0016 ","0753",346,4,8,1,15,21,4,4,0,52,19,10,142
"754","23","Capital","001","0016 ","0754",345,2,4,1,12,27,5,8,1,60,11,5,123
"755","23","Capital","001","0016 ","0755",346,4,5,2,12,33,2,8,1,56,14,7,127
"756","23","Capital","001","0016 ","0756",345,1,4,1,10,31,3,9,0,56,0,12,131
"757","23","Capital","001","0016 ","0757",345,1,5,4,11,22,4,9,1,57,17,13,114
"758","23","Capital","001","0016 ","0758",345,4,4,0,16,25,2,9,0,61,14,9,126
"759","23","Capital","001","0016 ","0759",345,2,3,2,14,27,4,9,2,44,15,9,134
"760","23","Capital","001","0016 ","0760",346,3,2,2,22,13,3,9,1,49,13,13,145
"761","23","Capital","001","0016 ","0761",345,4,5,4,17,26,3,5,3,67,20,19,92
"762","23","Capital","001","0016 ","0762",345,0,2,3,20,23,5,19,1,40,18,11,135
"763","23","Capital","001","0016 ","0763",344,3,3,1,13,27,5,6,1,59,12,7,134
"764","23","Capital","001","0016 ","0764",344,3,4,2,20,30,4,3,5,41,11,6,133
"765","23","Capital","001","0016 ","0765",344,4,2,12,16,30,2,11,4,42,19,12,107
"766","23","Capital","001","0016 ","0766",345,2,7,3,23,23,1,7,2,55,19,11,115
"767","23","Capital","001","0016 ","0767",345,3,1,3,12,27,6,9,2,61,15,11,113
"768","23","Capital","001","0016A","0768",349,4,6,3,15,32,7,6,1,83,9,13,109
"769","23","Capital","001","0016A","0769",349,3,7,0,2,25,4,7,2,69,19,20,130
"770","23","Capital","001","0016A","0770",349,7,5,3,17,33,3,9,2,75,18,11,107
"771","23","Capital","001","0016A","0771",349,4,14,1,15,32,6,10,2,63,9,12,129
"772","23","Capital","001","0016A","0772",349,8,13,2,17,18,3,9,6,76,11,13,121
"773","23","Capital","001","0016A","0773",351,5,6,3,14,30,0,5,1,82,22,9,124
"774","23","Capital","001","0016A","0774",348,2,6,4,10,26,6,8,1,63,17,9,124
"775","23","Capital","001","0016A","0775",349,8,5,0,10,19,7,3,4,94,13,12,108
"776","23","Capital","001","0016A","0776",348,4,4,4,16,30,1,6,2,62,21,16,132
"777","23","Capital","001","0016A","0777",348,2,4,4,12,27,7,7,1,65,35,15,122
"778","23","Capital","001","0016A","0778",347,3,5,1,13,36,4,15,4,72,19,8,110
"779","23","Capital","001","0016A","0779",347,4,5,1,12,19,3,9,2,74,5,11,148
"780","23","Capital","001","0016A","0780",347,45,14,3,20,22,0,8,0,78,20,12,123
"781","23","Capital","001","0016A","0781",348,2,5,2,18,23,1,4,3,85,8,13,136
"782","23","Capital","001","0016A","0782",347,1,1,1,16,25,3,12,2,55,24,12,113
"783","23","Capital","001","0016A","0783",347,2,7,4,21,21,3,7,3,89,21,11,110
"784","23","Capital","001","0016A","0784",348,7,3,0,7,37,3,4,1,66,24,14,118
"785","23","Capital","001","0016A","0785",346,4,5,2,16,24,6,11,2,71,15,10,132
"786","23","Capital","001","0016A","0786",346,2,6,4,17,18,2,10,1,80,12,16,115
"787","23","Capital","001","0016A","0787",348,5,6,4,16,25,2,10,2,63,16,11,126
"788","23","Capital","001","0016A","0788",348,4,7,0,21,27,3,6,4,78,10,15,108
"789","23","Capital","001","0016A","0789",348,2,4,1,22,25,6,8,1,62,20,19,119
"790","23","Capital","001","0016A","0790",348,1,4,0,15,32,2,15,5,66,19,14,107
"791","23","Capital","001","0016A","0791",348,2,10,2,21,16,4,8,2,82,16,8,104
"792","23","Capital","001","0016A","0792",348,3,4,7,18,30,8,13,4,55,19,9,129
"793","23","Capital","001","0016A","0793",348,2,8,2,17,23,3,17,0,78,21,22,100
"794","23","Capital","001","0016A","0794",348,4,6,3,10,24,2,5,0,79,20,21,117
"795","23","Capital","001","0016A","0795",348,4,8,4,19,22,4,12,1,74,18,13,104
"796","23","Capital","001","0016A","0796",349,2,5,0,18,35,0,7,0,69,16,14,128
"797","23","Capital","001","0016A","0797",347,3,10,1,18,25,5,17,2,58,29,16,106
"798","23","Capital","001","0016A","0798",348,291,0,4,23,28,10,11,1,70,16,7,116
"799","23","Capital","001","0016A","0799",348,9,5,2,21,28,5,7,0,59,22,5,129
"800","23","Capital","001","0016A","0800",347,2,7,0,15,23,3,5,2,94,21,13,108
"801","23","Capital","001","0016A","0801",348,3,6,4,20,16,2,12,3,76,23,11,119
"802","23","Capital","001","0017 ","0802",348,4,6,4,19,37,5,7,2,67,13,11,103
"803","23","Capital","001","0017 ","0803",348,4,3,0,21,29,3,10,0,103,14,11,93
"804","23","Capital","001","0017 ","0804",347,1,2,4,20,24,1,12,2,75,12,5,110
"805","23","Capital","001","0017 ","0805",348,2,7,2,10,25,3,8,6,95,11,9,93
"806","23","Capital","001","0017 ","0806",348,273,7,0,20,26,3,12,3,66,18,5,104
"807","23","Capital","001","0017 ","0807",348,4,1,2,18,26,3,12,2,68,13,10,115
"808","23","Capital","001","0017 ","0808",348,3,3,3,13,28,2,8,2,74,12,13,118
"809","23","Capital","001","0017 ","0809",349,3,3,0,14,30,4,10,2,86,4,16,104
"810","23","Capital","001","0017 ","0810",348,1,7,1,17,22,9,8,2,70,18,11,103
"811","23","Capital","001","0017 ","0811",347,4,3,0,13,31,5,17,4,56,17,11,125
"812","23","Capital","001","0017 ","0812",350,1,2,7,10,32,5,12,0,73,15,12,97
"813","23","Capital","001","0017 ","0813",347,5,5,0,13,26,2,5,2,75,10,10,110
"814","23","Capital","001","0017 ","0814",347,4,1,0,20,30,5,3,2,56,19,17,114
"815","23","Capital","001","0017 ","0815",348,0,7,2,19,33,4,8,0,63,16,11,103
"816","23","Capital","001","0017 ","0816",347,3,8,3,20,21,2,9,3,59,16,13,126
"817","23","Capital","001","0017 ","0817",348,3,5,3,15,35,5,16,1,62,11,7,108
"818","23","Capital","001","0017 ","0818",348,4,4,1,18,18,2,4,1,60,16,16,112
"819","23","Capital","001","0017 ","0819",347,2,8,6,16,31,2,17,0,53,15,6,115
"820","23","Capital","001","0017 ","0820",348,4,4,1,5,21,0,3,1,86,11,16,105
"821","23","Capital","001","0017 ","0821",347,1,3,5,18,28,3,1,1,98,18,12,87
"822","23","Capital","001","0017 ","0822",349,4,2,3,14,40,3,10,2,56,11,18,105
"823","23","Capital","001","0017 ","0823",347,5,3,2,19,34,0,3,3,93,10,9,85
"824","23","Capital","001","0017 ","0824",347,3,14,3,11,29,6,6,1,90,4,15,97
"825","23","Capital","001","0017 ","0825",347,5,2,2,20,28,1,8,0,83,11,11,103
"826","23","Capital","001","0017 ","0826",347,5,4,2,16,36,3,8,0,70,16,12,94
"827","23","Capital","001","0017 ","0827",347,2,5,5,21,30,5,7,1,68,8,14,108
"828","23","Capital","001","0017 ","0828",347,4,4,2,21,27,3,11,2,67,23,8,103
"829","23","Capital","001","0017 ","0829",345,2,2,1,9,30,0,4,2,71,21,10,108
"830","23","Capital","001","0017 ","0830",346,4,0,4,14,37,2,10,4,77,12,10,104
"831","23","Capital","001","0017 ","0831",347,3,5,0,11,24,4,6,0,75,16,8,123
"832","23","Capital","001","0017 ","0832",347,1,3,1,10,32,1,2,2,94,22,13,100
"833","23","Capital","001","0017 ","0833",347,2,4,0,17,40,0,4,6,70,15,6,114
"834","23","Capital","001","0017 ","0834",347,7,4,1,17,26,12,5,4,60,20,10,110
"835","23","Capital","001","0017 ","0835",347,2,8,2,13,25,5,6,2,75,8,10,121
"836","23","Capital","001","0017 ","0836",347,3,6,6,10,19,2,9,3,85,18,5,97
"837","23","Capital","001","0017 ","0837",347,3,4,0,10,29,2,9,1,68,13,10,128
"838","23","Capital","001","0017 ","0838",346,0,3,2,15,33,4,10,1,77,18,8,104
"839","23","Capital","001","0017 ","0839",347,3,3,4,10,23,3,5,1,93,20,11,87
"840","23","Capital","001","0017 ","0840",347,2,3,0,23,36,1,8,2,80,15,12,103
"841","23","Capital","001","0017 ","0841",347,3,1,2,20,19,5,5,1,83,19,15,97
"842","23","Capital","001","0017 ","0842",348,2,0,1,26,15,0,10,0,71,19,6,118
"843","23","Capital","001","0017 ","0843",347,1,4,6,12,18,7,8,2,86,25,9,102
"844","23","Capital","001","0017 ","0844",348,1,5,0,14,20,4,13,0,71,12,13,112
"845","23","Capital","001","0017 ","0845",347,3,5,4,14,26,3,15,1,73,10,4,108
"846","23","Capital","001","0017 ","0846",347,3,10,5,7,28,3,5,2,92,25,8,100
"847","23","Capital","001","0017 ","0847",347,1,4,3,16,30,4,9,0,43,18,9,132
"848","23","Capital","001","0017A","0848",345,1,7,0,21,29,2,11,2,71,12,7,126
"849","23","Capital","001","0017A","0849",346,0,2,0,26,18,2,14,0,58,20,9,38
"850","23","Capital","001","0017A","0850",345,0,3,1,34,14,3,8,3,51,17,7,133
"851","23","Capital","001","0017A","0851",347,5,3,2,26,15,2,10,1,57,18,10,129
"852","23","Capital","001","0017A","0852",345,1,2,2,22,19,7,12,2,64,10,5,129
"853","23","Capital","001","0017A","0853",346,2,4,3,25,13,1,12,2,68,16,5,127
"854","23","Capital","001","0017A","0854",346,1,7,0,29,16,3,9,5,51,22,11,123
"855","23","Capital","001","0017A","0855",346,1,6,1,22,28,2,14,1,51,16,8,140
"856","23","Capital","001","0017A","0856",346,8,3,1,10,25,2,10,4,85,22,14,100
"857","23","Capital","001","0017A","0857",347,3,2,3,24,16,0,16,2,41,15,7,162
"858","23","Capital","001","0017A","0858",346,1,1,2,26,26,1,14,1,51,15,4,138
"859","23","Capital","001","0017A","0859",346,2,8,2,14,14,1,3,1,82,12,7,133
"860","23","Capital","001","0017A","0860",346,2,7,4,22,21,2,16,2,59,19,9,130
"861","23","Capital","001","0017A","0861",347,6,7,2,17,23,2,12,0,55,25,18,125
"862","23","Capital","001","0017A","0862",346,0,5,2,19,23,1,7,2,62,10,8,137
"863","23","Capital","001","0017A","0863",344,0,3,4,23,24,3,22,2,64,19,9,120
"864","23","Capital","001","0017A","0864",345,4,3,1,25,19,1,9,1,50,10,5,154
"865","23","Capital","001","0017A","0865",347,4,7,1,32,15,0,14,1,58,10,5,141
"866","23","Capital","001","0017A","0866",344,0,9,1,24,17,2,8,1,54,19,8,137
"867","23","Capital","001","0017A","0867",345,1,4,2,16,12,7,12,1,59,17,12,146
"868","23","Capital","001","0017A","0868",348,5,0,1,29,21,1,4,0,66,18,10,130
"869","23","Capital","001","0017A","0869",345,3,7,3,14,18,1,10,1,63,16,15,126
"870","23","Capital","001","0017A","0870",345,3,2,4,15,15,3,10,1,71,16,10,140
"871","23","Capital","001","0017A","0871",345,0,6,0,21,13,3,5,2,69,22,9,129
"872","23","Capital","001","0017A","0872",346,7,5,0,20,27,2,6,1,57,15,10,120
"873","23","Capital","001","0017A","0873",345,5,3,0,17,19,3,3,2,55,24,12,133
"874","23","Capital","001","0017A","0874",345,4,8,1,25,25,6,9,4,48,21,14,117
"875","23","Capital","001","0017A","0875",345,2,4,3,18,21,4,9,1,64,18,8,135
"876","23","Capital","001","0017A","0876",345,0,2,4,21,20,6,15,1,62,20,14,126
"877","23","Capital","001","0017A","0877",345,3,1,0,20,13,2,5,2,68,25,13,127
"878","23","Capital","001","0018 ","0878",348,3,7,1,11,30,2,9,1,89,13,13,106
"879","23","Capital","001","0018 ","0879",350,4,4,1,17,33,5,3,1,96,17,10,93
"880","23","Capital","001","0018 ","0880",349,4,5,1,15,34,5,8,2,92,22,10,71
"881","23","Capital","001","0018 ","0881",348,1,3,3,15,34,2,6,0,74,10,5,119
"882","23","Capital","001","0018 ","0882",349,4,8,2,18,43,2,3,4,88,16,12,89
"883","23","Capital","001","0018 ","0883",349,3,4,2,22,29,3,7,2,81,24,13,84
"884","23","Capital","001","0018 ","0884",349,4,4,0,19,33,4,3,2,74,18,12,103
"885","23","Capital","001","0018 ","0885",347,2,6,1,8,33,3,11,1,83,12,10,85
"886","23","Capital","001","0018 ","0886",350,6,4,2,18,31,1,10,4,98,12,12,78
"887","23","Capital","001","0018 ","0887",349,6,9,3,5,27,6,6,4,85,20,8,87
"888","23","Capital","001","0018 ","0888",349,0,2,0,19,37,3,11,1,72,17,12,83
"889","23","Capital","001","0018 ","0889",350,2,7,3,8,27,1,0,2,79,15,10,122
"890","23","Capital","001","0018 ","0890",348,1,4,1,16,36,2,8,1,89,17,9,102
"891","23","Capital","001","0018 ","0891",348,1,3,1,17,48,5,10,2,76,25,8,94
"892","23","Capital","001","0018 ","0892",349,5,6,0,9,44,5,6,0,72,16,12,98
"893","23","Capital","001","0018 ","0893",350,3,5,2,18,28,4,10,2,69,14,19,95
"894","23","Capital","001","0018 ","0894",349,0,6,1,14,28,1,8,4,94,24,15,72
"895","23","Capital","001","0018 ","0895",349,3,10,2,8,27,0,10,3,100,17,19,89
"896","23","Capital","001","0018 ","0896",349,2,6,4,20,32,1,8,2,88,13,8,99
"897","23","Capital","001","0018 ","0897",349,4,9,6,11,34,1,6,2,103,17,14,77
"898","23","Capital","001","0018 ","0898",350,2,2,3,13,34,5,7,3,99,11,7,94
"899","23","Capital","001","0018 ","0899",348,3,5,2,7,36,7,1,3,94,17,11,89
"900","23","Capital","001","0018 ","0900",349,5,3,3,25,37,3,2,0,91,10,8,97
"901","23","Capital","001","0018 ","0901",349,4,6,3,15,32,1,7,1,82,10,15,80
"902","23","Capital","001","0018 ","0902",349,5,6,4,10,32,2,6,0,110,13,14,83
"903","23","Capital","001","0018 ","0903",349,1,5,3,16,30,9,7,1,76,15,12,99
"904","23","Capital","001","0018 ","0904",349,7,3,1,17,41,4,10,3,66,17,15,96
"905","23","Capital","001","0018 ","0905",349,1,0,3,21,29,2,11,2,69,14,12,93
"906","23","Capital","001","0018 ","0906",349,285,0,2,19,33,4,6,1,62,22,13,108
"907","23","Capital","001","0018 ","0907",349,3,7,3,8,27,8,16,1,86,13,8,90
"908","23","Capital","001","0018 ","0908",349,2,4,1,17,49,0,4,2,89,19,12,75
"909","23","Capital","001","0018 ","0909",349,2,0,3,19,35,5,9,2,78,11,5,103
"910","23","Capital","001","0018 ","0910",349,2,5,3,15,39,2,4,0,86,15,7,92
"911","23","Capital","001","0018 ","0911",348,3,5,0,7,31,3,8,2,97,19,7,98
"912","23","Capital","001","0018 ","0912",347,5,6,5,18,26,6,8,3,75,18,10,87
"913","23","Capital","001","0018 ","0913",348,3,5,2,19,28,6,9,2,78,17,13,90
"914","23","Capital","001","0018 ","0914",348,5,3,2,16,24,3,5,3,95,13,9,92
"915","23","Capital","001","0018 ","0915",348,6,3,2,24,34,5,15,4,99,16,9,79
"916","23","Capital","001","0018 ","0916",347,5,3,0,12,26,2,8,3,99,18,11,87
"917","23","Capital","001","0018 ","0917",348,7,6,2,15,43,1,9,0,65,8,9,86
"918","23","Capital","001","0018 ","0918",350,6,5,1,18,33,5,8,5,69,12,14,91
"919","23","Capital","001","0018 ","0919",347,3,3,3,14,22,5,0,1,89,16,12,97
"920","23","Capital","001","0018 ","0920",348,6,5,1,15,26,1,6,2,86,17,16,106
"921","23","Capital","001","0018 ","0921",348,6,11,2,10,33,2,3,0,90,13,5,85
"922","23","Capital","001","0018 ","0922",348,0,7,0,24,34,6,14,0,88,14,7,79
"923","23","Capital","001","0018 ","0923",348,5,3,4,11,23,4,6,5,94,12,10,87
"924","23","Capital","001","0018 ","0924",348,5,3,1,15,36,5,8,2,93,13,15,79
"925","23","Capital","001","0018 ","0925",348,5,2,2,15,27,3,9,0,94,12,5,93
"926","23","Capital","001","0018 ","0926",348,6,5,2,26,32,1,4,4,78,18,15,86
"927","23","Capital","001","0018A","0927",349,5,8,4,7,44,8,6,0,117,13,14,73
"928","23","Capital","001","0018A","0928",349,2,7,0,10,36,5,3,4,95,13,18,98
"929","23","Capital","001","0018A","0929",348,7,9,1,6,35,4,2,2,123,12,11,75
"930","23","Capital","001","0018A","0930",349,4,8,3,16,23,4,7,3,108,15,13,67
"931","23","Capital","001","0018A","0931",350,5,2,0,12,35,1,5,0,130,15,13,84
"932","23","Capital","001","0018A","0932",349,4,3,1,9,42,1,3,4,117,20,15,74
"933","23","Capital","001","0018A","0933",348,1,3,0,13,40,3,7,1,108,23,5,84
"934","23","Capital","001","0018A","0934",349,7,9,2,8,32,7,6,0,120,0,21,7
"935","23","Capital","001","0018A","0935",349,2,8,3,9,31,1,3,1,140,10,17,64
"936","23","Capital","001","0018A","0936",350,2,3,4,10,35,3,7,2,145,5,7,70
"937","23","Capital","001","0018A","0937",349,3,5,2,11,37,1,4,2,129,20,14,68
"938","23","Capital","001","0018A","0938",350,3,5,1,9,30,6,7,2,136,12,10,70
