codprov,depto,coddepto,circuito,mesa,validos,electores,blancos,nulos,fpv,cmb,fit,mpc
23,Chicligasta,005,0061 ,1765,290,325,49,0,143,70,1,27
23,Chicligasta,005,0061 ,1766,281,326,36,1,144,72,6,23
23,Chicligasta,005,0061 ,1767,224,328,8,0,142,74,0,0
23,Chicligasta,005,0061 ,1768,281,326,55,0,128,77,2,19
23,Chicligasta,005,0061 ,1769,223,324,0,0,117,76,6,24
23,Chicligasta,005,0061A,1770,223,291,2,0,143,47,4,27
23,Chicligasta,005,0061A,1771,244,292,41,4,111,75,2,15
23,Chicligasta,005,0061A,1772,263,291,73,1,129,59,2,0
23,Chicligasta,005,0061A,1773,250,292,44,3,144,46,3,13
23,Chicligasta,005,0061A,1774,252,294,32,2,147,55,0,18
23,Chicligasta,005,0062 ,1775,277,328,50,1,176,36,2,13
23,Chicligasta,005,0062 ,1776,278,330,41,6,200,29,1,7
23,Chicligasta,005,0062 ,1777,274,329,42,1,176,35,1,20
23,Chicligasta,005,0062 ,1778,294,330,63,6,183,32,1,15
23,Chicligasta,005,0062 ,1779,217,328,0,0,191,26,0,0
23,Chicligasta,005,0062 ,1780,282,327,34,0,185,42,4,17
23,Chicligasta,005,0062 ,1781,267,331,25,1,171,38,4,29
23,Chicligasta,005,0062 ,1782,267,330,51,1,188,26,2,0
23,Chicligasta,005,0062 ,1783,241,332,4,0,195,30,2,10
23,Chicligasta,005,0062 ,1784,221,326,0,0,184,28,2,7
23,Chicligasta,005,0062 ,1785,283,331,67,1,195,2,2,17
23,Chicligasta,005,0063 ,1786,228,258,31,1,170,18,0,9
23,Chicligasta,005,0063 ,1787,190,256,5,0,172,6,0,7
23,Chicligasta,005,0063 ,1788,219,257,28,1,157,20,0,14
23,Chicligasta,005,0064 ,1789,276,326,25,0,195,35,1,20
23,Chicligasta,005,0064 ,1790,271,327,45,2,185,28,2,11
23,Chicligasta,005,0064 ,1791,249,326,0,0,187,29,0,33
23,Chicligasta,005,0065 ,1792,262,305,43,1,179,26,3,11
23,Chicligasta,005,0065 ,1793,245,305,26,0,172,29,0,18
23,Chicligasta,005,0065 ,1794,245,307,40,0,177,18,2,8
23,Chicligasta,005,0065 ,1795,208,305,0,0,155,29,6,18
23,Chicligasta,005,0065 ,1796,213,305,0,0,164,33,2,14
23,Chicligasta,005,0065 ,1797,210,305,3,1,154,29,1,23
23,Chicligasta,005,0066 ,1798,233,289,34,0,164,24,0,11
23,Chicligasta,005,0066 ,1799,218,287,30,0,158,19,0,11
23,Chicligasta,005,0066 ,1800,228,285,36,3,168,17,2,5
23,Chicligasta,005,0067 ,1801,251,344,2,0,180,53,1,15
23,Chicligasta,005,0067 ,1802,310,344,47,0,219,27,1,16
23,Chicligasta,005,0067 ,1803,295,345,51,0,201,28,2,13
23,Chicligasta,005,0067 ,1804,221,344,0,0,171,32,2,16
23,Chicligasta,005,0067 ,1805,286,344,50,1,181,41,1,13
23,Chicligasta,005,0067 ,1806,276,349,39,0,172,42,3,20
23,Chicligasta,005,0067 ,1807,282,347,44,1,173,46,2,17
23,Chicligasta,005,0067 ,1808,287,343,52,1,191,32,2,10
23,Chicligasta,005,0067 ,1809,229,344,0,0,199,29,1,0
23,Chicligasta,005,0067 ,1810,214,343,5,0,167,22,3,17
23,Chicligasta,005,0068 ,1811,265,332,43,0,137,52,4,29
23,Chicligasta,005,0068 ,1812,279,334,37,0,171,38,0,33
23,Chicligasta,005,0069 ,1813,293,350,77,0,194,15,0,7
23,Chicligasta,005,0069 ,1814,259,350,6,0,209,34,0,10
23,Chicligasta,005,0069 ,1815,288,349,38,1,180,43,3,24
23,Chicligasta,005,0069 ,1816,285,347,54,0,174,33,2,22
23,Chicligasta,005,0069 ,1817,290,347,50,0,174,43,1,22
23,Chicligasta,005,0069 ,1818,295,349,46,0,200,26,5,18
23,Chicligasta,005,0070 ,1819,276,349,30,4,162,48,2,34
23,Chicligasta,005,0070 ,1820,288,349,37,2,184,46,3,18
23,Chicligasta,005,0070 ,1821,298,347,44,1,174,47,4,29
23,Chicligasta,005,0070 ,1822,288,347,42,4,160,60,7,19
23,Chicligasta,005,0070 ,1823,292,347,57,0,153,55,5,22
23,Chicligasta,005,0070 ,1824,288,348,50,1,163,47,5,23
23,Chicligasta,005,0070 ,1825,296,345,60,1,142,70,3,21
23,Chicligasta,005,0070 ,1826,289,347,30,2,161,74,3,21
23,Chicligasta,005,0070 ,1827,278,346,44,1,162,50,4,18
23,Chicligasta,005,0070 ,1828,299,348,50,0,163,69,0,17
23,Chicligasta,005,0070 ,1829,275,344,66,5,163,27,1,18
23,Chicligasta,005,0070 ,1830,298,345,39,2,197,42,2,18
23,Chicligasta,005,0070 ,1831,288,345,80,1,146,39,3,20
23,Chicligasta,005,0071 ,1832,260,320,35,2,181,22,1,21
23,Chicligasta,005,0071 ,1833,254,319,39,5,201,14,0,0
23,Chicligasta,005,0071 ,1834,258,321,43,3,157,39,1,18
23,Chicligasta,005,0071 ,1835,250,317,17,0,173,36,0,24
23,Chicligasta,005,0071 ,1836,264,319,32,1,171,35,0,26
23,Chicligasta,005,0071 ,1837,255,318,19,0,180,30,0,26
23,Chicligasta,005,0071 ,1838,249,319,30,0,174,29,0,16
23,Chicligasta,005,0071 ,1839,258,319,23,1,169,34,1,31
23,Río Chico,006,0072 ,1840,310,353,50,0,134,98,2,26
23,Río Chico,006,0072 ,1841,287,351,38,0,146,53,6,44
23,Río Chico,006,0072 ,1842,301,350,45,0,158,61,5,32
23,Río Chico,006,0072 ,1843,300,350,48,0,144,70,3,35
23,Río Chico,006,0072 ,1844,297,348,49,0,140,72,5,31
23,Río Chico,006,0072 ,1845,290,352,25,1,145,74,4,42
23,Río Chico,006,0072 ,1846,291,353,39,0,144,68,5,35
23,Río Chico,006,0072 ,1847,290,353,37,4,144,70,9,30
23,Río Chico,006,0072 ,1848,294,350,35,0,168,54,6,31
23,Río Chico,006,0072 ,1849,298,352,41,0,153,66,3,35
23,Río Chico,006,0072 ,1850,292,355,39,1,127,88,4,34
23,Río Chico,006,0072 ,1851,300,352,32,0,127,102,1,38
23,Río Chico,006,0072 ,1852,290,352,41,3,150,60,3,36
23,Río Chico,006,0072 ,1853,298,351,58,1,125,81,6,28
23,Río Chico,006,0072 ,1854,303,350,41,2,159,66,7,30
23,Río Chico,006,0072 ,1855,306,354,46,1,163,59,9,29
23,Río Chico,006,0072 ,1856,283,352,40,0,144,56,5,38
23,Río Chico,006,0072 ,1857,299,353,38,0,153,68,3,37
23,Río Chico,006,0072 ,1858,306,353,48,0,132,83,1,42
23,Río Chico,006,0072 ,1859,247,350,0,0,135,85,6,21
23,Río Chico,006,0072 ,1860,294,352,45,1,123,74,4,48
23,Río Chico,006,0072 ,1861,303,352,43,0,173,62,4,21
23,Río Chico,006,0072 ,1862,306,349,36,0,168,49,7,46
23,Río Chico,006,0072 ,1863,257,353,5,3,162,58,0,32
23,Río Chico,006,0072 ,1864,281,350,37,3,120,80,6,38
23,Río Chico,006,0072 ,1865,300,351,43,1,146,79,3,29
23,Río Chico,006,0072 ,1866,307,350,40,0,148,89,2,28
23,Río Chico,006,0072 ,1867,295,350,56,4,141,65,5,28
23,Río Chico,006,0072 ,1868,285,355,25,2,153,73,5,29
23,Río Chico,006,0072 ,1869,301,350,26,0,141,95,5,34
23,Río Chico,006,0072 ,1870,296,352,36,0,157,75,3,25
23,Río Chico,006,0072 ,1871,307,354,78,0,136,66,0,27
23,Río Chico,006,0072 ,1872,302,351,39,0,153,68,2,40
23,Río Chico,006,0072 ,1873,308,351,20,0,174,76,3,35
23,Río Chico,006,0072 ,1874,297,351,50,0,133,77,7,30
23,Río Chico,006,0072 ,1875,289,350,52,6,147,65,0,25
23,Río Chico,006,0072 ,1876,271,350,46,0,157,66,2,0
23,Río Chico,006,0072 ,1877,299,352,45,0,141,77,3,33
23,Río Chico,006,0072 ,1878,251,350,37,0,147,59,8,0
23,Río Chico,006,0072 ,1879,292,351,57,2,126,87,9,13
23,Río Chico,006,0072 ,1880,303,352,57,0,157,58,4,27
23,Río Chico,006,0072 ,1881,280,349,63,3,143,72,2,0
23,Río Chico,006,0072 ,1882,285,354,30,4,149,72,4,30
23,Río Chico,006,0072 ,1883,294,352,44,1,140,80,7,23
23,Río Chico,006,0072 ,1884,312,354,42,0,135,96,3,36
23,Río Chico,006,0072 ,1885,302,350,46,2,142,81,2,31
23,Río Chico,006,0072 ,1886,305,354,40,0,175,67,3,20
23,Río Chico,006,0072 ,1887,312,352,39,1,156,81,2,34
23,Río Chico,006,0072 ,1888,299,352,46,2,163,73,2,15
23,Río Chico,006,0072 ,1889,282,350,55,0,145,62,5,15
23,Río Chico,006,0072 ,1890,301,350,38,2,166,62,2,33
23,Río Chico,006,0072 ,1891,285,350,66,0,131,65,6,17
23,Río Chico,006,0072 ,1892,288,353,62,3,126,84,0,16
23,Río Chico,006,0072 ,1893,291,351,37,1,127,96,3,28
23,Río Chico,006,0072 ,1894,294,351,57,2,143,62,4,28
23,Río Chico,006,0072 ,1895,298,354,47,1,133,85,7,26
23,Río Chico,006,0072 ,1896,293,354,42,0,144,62,2,43
23,Río Chico,006,0072 ,1897,302,350,65,1,144,65,2,26
23,Río Chico,006,0072 ,1898,286,351,41,1,130,91,1,23
23,Río Chico,006,0072 ,1899,296,352,28,0,154,69,6,39
23,Río Chico,006,0072 ,1900,308,351,29,0,154,77,9,39
23,Río Chico,006,0072 ,1901,305,354,50,1,148,72,7,28
23,Río Chico,006,0072 ,1902,302,350,51,1,138,78,4,31
23,Río Chico,006,0072 ,1903,303,352,58,0,147,79,3,16
23,Río Chico,006,0072 ,1904,301,352,33,0,146,92,0,30
23,Río Chico,006,0072 ,1905,295,352,26,0,157,86,4,22
23,Río Chico,006,0072 ,1906,286,352,21,6,149,64,4,48
23,Río Chico,006,0072 ,1907,315,351,49,3,183,47,6,30
23,Río Chico,006,0072 ,1908,290,351,49,0,159,49,6,27
23,Río Chico,006,0072 ,1909,299,351,52,0,143,78,3,23
23,Río Chico,006,0072 ,1910,285,353,38,1,143,68,1,35
23,Río Chico,006,0072 ,1911,293,352,38,1,168,63,4,20
23,Río Chico,006,0072 ,1912,257,350,21,44,127,89,2,18
23,Río Chico,006,0072 ,1913,293,350,48,4,139,77,8,21
23,Río Chico,006,0072 ,1914,289,351,37,3,127,77,3,45
23,Río Chico,006,0072 ,1915,314,350,66,0,164,83,1,0
23,Río Chico,006,0073 ,1916,266,318,28,4,164,45,1,28
23,Río Chico,006,0073 ,1917,260,317,55,0,160,44,0,1
23,Río Chico,006,0073 ,1918,263,318,33,0,163,39,1,27
23,Río Chico,006,0073 ,1919,268,318,38,0,159,46,4,21
23,Río Chico,006,0073 ,1920,273,318,36,1,148,51,4,34
23,Río Chico,006,0074 ,1921,242,285,36,4,170,24,2,10
23,Río Chico,006,0074 ,1922,238,286,16,2,167,19,0,36
23,Río Chico,006,0074 ,1923,248,285,18,1,194,14,0,22
23,Río Chico,006,0074 ,1924,232,285,32,0,179,21,0,0
23,Río Chico,006,0075 ,1925,276,330,40,1,168,29,0,39
23,Río Chico,006,0075 ,1926,275,327,67,7,146,61,1,0
23,Río Chico,006,0075 ,1927,275,327,21,0,176,42,0,36
23,Río Chico,006,0075 ,1928,283,331,39,0,161,41,0,42
23,Río Chico,006,0075 ,1929,276,329,16,4,146,57,4,53
23,Río Chico,006,0075 ,1930,271,329,40,3,138,38,2,53
23,Río Chico,006,0075 ,1931,270,328,18,2,183,32,0,37
23,Río Chico,006,0075 ,1932,281,329,29,1,180,41,2,29
23,Río Chico,006,0075 ,1933,261,330,23,1,166,39,1,32
23,Río Chico,006,0075 ,1934,276,329,22,2,142,60,3,49
23,Río Chico,006,0075 ,1935,277,326,30,0,176,42,0,29
23,Río Chico,006,0075 ,1936,276,327,31,1,146,58,2,39
23,Río Chico,006,0075 ,1937,286,328,12,3,170,47,0,57
23,Río Chico,006,0076 ,1938,211,257,16,0,157,19,1,18
23,Río Chico,006,0076 ,1939,220,254,10,2,159,26,0,25
23,Río Chico,006,0076 ,1940,222,254,18,1,170,19,2,13
23,Río Chico,006,0077 ,1941,303,352,27,1,246,14,1,15
23,Río Chico,006,0077 ,1942,281,349,4,0,245,18,0,14
23,Río Chico,006,0077 ,1943,297,350,31,0,226,17,2,21
23,Río Chico,006,0077 ,1944,296,348,8,0,274,9,0,5
23,Río Chico,006,0077 ,1945,274,348,0,0,274,0,0,0
23,Río Chico,006,0077 ,1946,287,346,28,0,231,11,5,12
23,Río Chico,006,0077 ,1947,15,348,0,2,7,8,0,0
23,Río Chico,006,0077 ,1948,314,350,24,0,255,12,1,22
23,Río Chico,006,0077 ,1949,304,352,0,0,291,9,0,4
23,Río Chico,006,0077 ,1950,295,348,36,0,234,13,1,11
23,Río Chico,006,0077 ,1951,287,350,0,0,278,9,0,0
23,Río Chico,006,0077 ,1952,297,351,25,0,232,22,2,16
23,Río Chico,006,0077 ,1953,271,353,1,0,240,19,2,9
23,Río Chico,006,0077 ,1954,263,348,2,0,234,16,2,9
23,Río Chico,006,0077 ,1955,300,350,46,0,220,27,0,7
23,Río Chico,006,0077 ,1956,304,351,18,1,247,26,0,13
23,Río Chico,006,0077 ,1957,284,352,17,0,234,17,0,16
23,Río Chico,006,0077 ,1958,311,347,0,0,301,6,0,4
23,Río Chico,006,0077 ,1959,281,349,0,0,227,33,2,19
23,Río Chico,006,0077 ,1960,306,351,49,0,226,20,0,11
23,Río Chico,006,0077 ,1961,300,351,5,0,245,50,0,0
23,Río Chico,006,0077 ,1962,301,355,42,4,225,20,0,14
23,Río Chico,006,0077 ,1963,301,350,0,0,295,0,0,6
23,Río Chico,006,0077 ,1964,276,351,0,0,253,11,3,9
23,Río Chico,006,0077 ,1965,324,349,0,0,261,62,1,0
23,Río Chico,006,0078 ,1966,258,333,3,0,196,25,3,31
23,Río Chico,006,0078 ,1967,255,331,0,0,204,26,4,21
23,Río Chico,006,0078 ,1968,301,336,31,0,217,29,2,22
23,Río Chico,006,0078 ,1969,285,334,0,0,276,9,0,0
23,Río Chico,006,0078 ,1970,265,332,3,0,247,14,1,0
23,Río Chico,006,0079 ,1971,294,348,29,0,194,55,0,16
23,Río Chico,006,0079 ,1972,288,348,19,0,227,25,0,17
23,Río Chico,006,0079 ,1973,263,351,0,0,214,38,1,10
23,Alberdi,007,0080 ,1974,296,348,30,0,154,77,0,35
23,Alberdi,007,0080 ,1975,301,350,2,4,169,69,5,56
23,Alberdi,007,0080 ,1976,284,348,37,0,138,79,2,28
23,Alberdi,007,0080 ,1977,285,346,32,0,141,85,5,22
23,Alberdi,007,0080 ,1978,273,348,56,0,130,64,2,21
23,Alberdi,007,0080 ,1979,271,345,50,0,119,82,1,19
23,Alberdi,007,0080 ,1980,166,346,37,2,0,99,3,27
23,Alberdi,007,0080 ,1981,281,347,37,2,127,87,5,25
23,Alberdi,007,0080 ,1982,282,346,49,4,142,62,5,24
23,Alberdi,007,0080 ,1983,288,348,44,2,134,84,0,26
23,Alberdi,007,0080 ,1984,278,345,54,0,145,65,3,11
23,Alberdi,007,0080 ,1985,269,345,63,7,107,84,2,13
23,Alberdi,007,0080 ,1986,273,344,38,2,134,74,1,26
23,Alberdi,007,0080 ,1987,248,346,0,0,142,64,6,36
23,Alberdi,007,0080 ,1988,289,349,43,0,136,70,5,35
23,Alberdi,007,0080 ,1989,285,344,29,0,106,101,5,44
23,Alberdi,007,0080 ,1990,275,344,52,0,166,40,2,15
23,Alberdi,007,0080 ,1991,294,349,30,0,164,67,4,29
23,Alberdi,007,0080 ,1992,284,347,34,4,109,90,1,50
23,Alberdi,007,0080 ,1993,279,344,35,0,141,63,10,30
23,Alberdi,007,0080 ,1994,290,345,35,1,146,78,1,30
23,Alberdi,007,0080 ,1995,291,346,40,2,147,73,2,29
23,Alberdi,007,0080 ,1996,287,345,8,1,103,144,5,27
23,Alberdi,007,0080 ,1997,257,345,9,9,113,100,2,33
23,Alberdi,007,0080 ,1998,275,344,33,2,120,89,4,29
23,Alberdi,007,0080 ,1999,277,345,88,1,115,71,3,0
23,Alberdi,007,0080 ,2000,257,347,3,0,138,71,5,40
23,Alberdi,007,0080 ,2001,253,344,1,2,111,93,5,43
23,Alberdi,007,0080 ,2002,269,345,27,2,113,89,3,37
23,Alberdi,007,0080 ,2003,294,346,35,2,130,85,1,43
23,Alberdi,007,0080 ,2004,295,344,29,0,157,66,1,42
23,Alberdi,007,0080 ,2005,213,347,0,0,123,84,6,0
23,Alberdi,007,0080 ,2006,236,347,3,3,143,56,1,33
23,Alberdi,007,0080 ,2007,286,344,57,0,142,43,1,43
23,Alberdi,007,0080 ,2008,282,344,29,0,153,71,4,25
23,Alberdi,007,0080 ,2009,277,345,34,2,130,79,2,32
23,Alberdi,007,0080 ,2010,298,344,52,0,137,74,0,35
23,Alberdi,007,0080 ,2011,279,344,45,3,121,81,3,29
23,Alberdi,007,0080 ,2012,249,349,3,1,158,60,4,24
23,Alberdi,007,0080 ,2013,290,346,48,0,145,62,4,31
23,Alberdi,007,0080 ,2014,281,345,59,0,146,54,0,22
23,Alberdi,007,0080 ,2015,309,346,58,1,114,112,3,22
23,Alberdi,007,0080 ,2016,277,345,46,3,129,84,2,16
23,Alberdi,007,0080 ,2017,285,343,45,3,120,95,0,25
23,Alberdi,007,0080 ,2018,284,345,44,0,143,83,2,12
23,Alberdi,007,0080 ,2019,283,347,64,2,141,58,5,15
23,Alberdi,007,0080 ,2020,277,344,38,0,142,51,4,42
23,Alberdi,007,0080 ,2021,295,347,49,2,139,82,4,21
23,Alberdi,007,0080 ,2022,272,343,40,4,138,59,3,32
23,Alberdi,007,0080 ,2023,278,344,41,1,136,62,2,37
23,Alberdi,007,0080 ,2024,269,345,0,0,126,83,8,52
23,Alberdi,007,0080 ,2025,301,344,47,1,114,96,2,42
23,Alberdi,007,0080 ,2026,284,347,26,4,166,64,2,26
23,Alberdi,007,0080 ,2027,272,346,35,3,143,68,2,24
23,Alberdi,007,0080 ,2028,286,345,47,2,150,57,4,28
23,Alberdi,007,0080 ,2029,283,342,25,0,121,105,0,32
23,Alberdi,007,0080 ,2030,238,348,1,3,156,53,3,25
23,Alberdi,007,0081 ,2031,270,330,34,0,190,33,1,12
23,Alberdi,007,0081 ,2032,266,332,47,0,182,14,2,21
23,Alberdi,007,0082 ,2033,243,344,0,0,181,21,3,38
23,Alberdi,007,0082 ,2034,286,348,29,0,202,30,1,24
23,Alberdi,007,0082 ,2035,279,345,33,0,197,27,3,19
23,Alberdi,007,0082 ,2036,284,344,19,1,219,13,1,32
23,Alberdi,007,0082 ,2037,295,346,19,0,207,36,2,31
23,Alberdi,007,0082 ,2038,254,345,1,0,203,31,2,17
23,Alberdi,007,0082 ,2039,252,345,0,0,205,22,0,25
23,Alberdi,007,0083 ,2040,219,287,1,0,155,31,0,32
23,Alberdi,007,0083 ,2041,230,284,32,1,154,31,0,13
23,Alberdi,007,0084 ,2042,156,197,37,0,95,13,0,11
23,Alberdi,007,0084 ,2043,167,199,19,0,120,7,2,19
23,La Cocha,008,0085 ,2044,104,321,0,0,44,44,0,16
23,La Cocha,008,0085 ,2045,262,322,42,0,147,45,3,25
23,La Cocha,008,0086 ,2046,216,248,45,0,100,56,3,12
23,La Cocha,008,0086 ,2047,212,247,29,0,131,43,1,8
23,La Cocha,008,0086 ,2048,217,247,32,0,116,61,2,6
23,La Cocha,008,0087 ,2049,219,271,26,2,139,30,2,22
23,La Cocha,008,0087 ,2050,182,269,30,3,128,22,2,0
23,La Cocha,008,0087 ,2051,228,268,40,0,155,22,2,9
23,La Cocha,008,0087 ,2052,215,268,14,2,148,26,0,27
23,La Cocha,008,0088 ,2053,0,305,0,0,0,0,0,0
23,La Cocha,008,0088 ,2054,220,301,8,0,187,23,2,0
23,La Cocha,008,0088 ,2055,214,301,0,0,178,20,1,15
23,La Cocha,008,0088 ,2056,259,302,41,0,170,34,1,13
23,La Cocha,008,0088 ,2057,259,300,33,2,162,42,2,20
23,La Cocha,008,0089 ,2058,243,286,17,0,148,43,4,31
23,La Cocha,008,0089 ,2059,237,287,15,0,159,28,4,31
23,La Cocha,008,0089 ,2060,243,286,15,0,154,49,1,24
23,La Cocha,008,0089 ,2061,232,284,32,0,154,30,1,15
23,La Cocha,008,0090 ,2062,243,282,28,0,146,46,0,23
23,La Cocha,008,0090 ,2063,220,286,0,0,163,26,0,31
23,La Cocha,008,0090 ,2064,163,286,2,0,137,22,2,0
23,La Cocha,008,0090 ,2065,199,285,2,0,169,27,1,0
23,La Cocha,008,0090 ,2066,227,286,33,0,158,36,0,0
23,La Cocha,008,0091 ,2067,274,341,21,0,160,69,1,23
23,La Cocha,008,0091 ,2068,283,340,21,0,186,57,1,18
23,La Cocha,008,0091 ,2069,299,340,23,0,180,62,2,32
23,La Cocha,008,0091 ,2070,284,339,22,8,157,70,2,33
23,La Cocha,008,0091 ,2071,281,339,19,0,159,65,3,35
23,La Cocha,008,0091 ,2072,280,340,31,2,129,83,1,36
23,La Cocha,008,0091 ,2073,286,338,18,1,170,57,1,40
23,La Cocha,008,0091 ,2074,288,340,21,1,170,75,3,19
23,La Cocha,008,0091 ,2075,279,339,27,2,146,83,1,22
23,La Cocha,008,0091 ,2076,282,339,28,2,148,69,0,37
23,La Cocha,008,0091 ,2077,289,340,21,2,166,71,0,31
23,La Cocha,008,0091 ,2078,292,339,24,0,179,63,1,25
23,La Cocha,008,0091 ,2079,288,341,19,2,152,84,1,32
23,La Cocha,008,0091 ,2080,269,340,13,2,156,67,1,32
23,La Cocha,008,0091 ,2081,302,341,22,2,162,74,0,44
23,La Cocha,008,0091 ,2082,292,339,22,5,147,91,0,32
23,La Cocha,008,0091 ,2083,291,339,19,3,169,62,2,39
23,La Cocha,008,0091 ,2084,281,338,26,4,160,65,1,29
23,La Cocha,008,0091 ,2085,284,339,25,6,160,60,0,39
23,La Cocha,008,0091 ,2086,293,338,22,2,158,70,6,37
23,La Cocha,008,0091 ,2087,298,340,27,0,174,69,1,27
23,La Cocha,008,0092 ,2088,220,252,19,0,142,37,0,22
23,La Cocha,008,0092 ,2089,213,252,26,0,123,37,1,26
23,La Cocha,008,0092 ,2090,205,251,37,0,132,35,1,0
23,La Cocha,008,0093 ,2091,225,255,19,0,156,29,0,21
23,La Cocha,008,0093 ,2092,209,255,13,0,155,21,1,19
23,La Cocha,008,0093 ,2093,206,257,12,0,133,40,0,21
23,Graneros,009,0094 ,2094,246,292,23,0,172,30,0,21
23,Graneros,009,0094 ,2095,211,288,3,0,168,30,0,10
23,Graneros,009,0094 ,2096,238,289,23,1,161,36,1,17
23,Graneros,009,0094 ,2097,228,291,5,0,157,36,3,27
23,Graneros,009,0094 ,2098,210,291,0,0,155,24,1,30
23,Graneros,009,0095 ,2099,110,142,16,1,79,6,1,8
23,Graneros,009,0096 ,2100,257,329,40,3,185,15,1,16
23,Graneros,009,0096 ,2101,262,329,35,1,175,34,0,18
23,Graneros,009,0096 ,2102,261,329,43,0,185,27,1,5
23,Graneros,009,0096 ,2103,270,330,36,0,184,31,1,18
23,Graneros,009,0096 ,2104,259,326,28,0,194,27,0,10
23,Graneros,009,0096 ,2105,255,325,49,0,169,24,0,13
23,Graneros,009,0096 ,2106,269,327,36,1,181,33,2,17
23,Graneros,009,0096 ,2107,250,326,67,0,160,20,3,0
23,Graneros,009,0096 ,2108,268,328,36,0,194,21,0,17
23,Graneros,009,0097 ,2109,249,334,40,1,182,20,2,5
23,Graneros,009,0097 ,2110,248,333,0,0,198,24,2,24
23,Graneros,009,0098 ,2111,226,339,1,1,164,60,1,0
23,Graneros,009,0098 ,2112,292,338,26,0,204,37,1,24
23,Graneros,009,0098 ,2113,281,341,32,0,204,36,1,8
23,Graneros,009,0098 ,2114,285,340,53,0,188,43,1,0
23,Graneros,009,0098 ,2115,291,339,30,0,204,33,2,22
23,Graneros,009,0098 ,2116,283,340,22,0,214,30,1,16
23,Graneros,009,0098 ,2117,291,337,28,0,207,38,1,17
23,Graneros,009,0098 ,2118,286,339,24,1,212,30,2,18
23,Graneros,009,0098 ,2119,268,337,28,0,178,31,2,29
23,Graneros,009,0098 ,2120,300,338,32,2,226,36,2,4
23,Graneros,009,0099 ,2121,171,210,3,0,111,39,1,17
23,Graneros,009,0099 ,2122,160,208,3,1,126,18,0,13
23,Graneros,009,0100 ,2123,252,305,9,0,207,22,2,12
23,Graneros,009,0100 ,2124,252,306,34,0,168,36,1,13
23,Graneros,009,0100 ,2125,236,305,1,0,181,43,1,10
23,Graneros,009,0100 ,2126,250,306,15,1,203,29,0,3
23,Graneros,009,0100 ,2127,248,304,17,0,169,37,0,25
23,Graneros,009,0100 ,2128,224,305,1,1,172,30,0,21
23,Graneros,009,0101 ,2129,150,172,0,0,114,21,0,15
23,Simoca,010,0102 ,2130,281,353,42,2,202,19,1,17
23,Simoca,010,0102 ,2131,261,349,23,1,199,20,0,19
23,Simoca,010,0103 ,2132,267,333,36,0,158,41,5,27
23,Simoca,010,0103 ,2133,293,332,60,0,181,37,2,13
23,Simoca,010,0104 ,2134,173,279,0,0,104,53,2,14
23,Simoca,010,0105 ,2135,181,230,33,0,103,31,3,11
23,Simoca,010,0105 ,2136,196,230,26,0,107,21,4,38
23,Simoca,010,0106 ,2137,287,341,40,0,201,38,2,6
23,Simoca,010,0106 ,2138,282,341,28,2,208,30,0,16
23,Simoca,010,0106 ,2139,285,340,21,0,217,34,2,11
23,Simoca,010,0107 ,2140,298,339,30,0,122,121,7,18
23,Simoca,010,0107 ,2141,250,340,0,0,148,84,4,14
23,Simoca,010,0107 ,2142,301,337,35,0,162,88,1,15
23,Simoca,010,0107 ,2143,290,338,32,1,146,85,6,21
23,Simoca,010,0107 ,2144,247,338,1,2,158,77,1,10
23,Simoca,010,0107 ,2145,283,340,44,1,137,78,3,21
23,Simoca,010,0107 ,2146,287,338,38,0,149,84,3,13
23,Simoca,010,0107 ,2147,292,340,28,2,160,78,2,24
23,Simoca,010,0107 ,2148,280,340,44,0,132,90,5,9
23,Simoca,010,0107 ,2149,290,340,34,0,145,92,5,14
23,Simoca,010,0107 ,2150,289,338,36,1,135,98,1,19
23,Simoca,010,0107 ,2151,288,342,33,0,152,80,3,20
23,Simoca,010,0107 ,2152,298,338,45,1,158,80,6,9
23,Simoca,010,0107 ,2153,284,343,38,4,147,96,2,1
23,Simoca,010,0107 ,2154,291,341,45,0,156,79,4,7
23,Simoca,010,0107 ,2155,304,338,35,0,155,83,5,26
23,Simoca,010,0107 ,2156,287,336,47,1,129,96,6,9
23,Simoca,010,0107 ,2157,282,337,34,1,160,73,3,12
23,Simoca,010,0107 ,2158,288,340,30,3,165,60,3,30
23,Simoca,010,0107 ,2159,279,337,23,4,156,85,3,12
23,Simoca,010,0107 ,2160,284,339,33,0,170,68,2,11
23,Simoca,010,0107 ,2161,282,340,29,4,179,58,4,12
23,Simoca,010,0107 ,2162,286,339,19,1,133,105,2,27
23,Simoca,010,0107 ,2163,292,336,57,1,146,79,10,0
23,Simoca,010,0107 ,2164,288,340,48,1,137,89,1,13
23,Simoca,010,0108 ,2165,293,349,28,1,205,50,1,9
23,Simoca,010,0108 ,2166,308,350,54,0,222,21,2,9
23,Simoca,010,0108 ,2167,284,347,32,0,217,29,0,6
23,Simoca,010,0108 ,2168,297,347,18,0,216,33,3,27
23,Simoca,010,0108 ,2169,291,347,28,0,221,23,2,17
23,Simoca,010,0109 ,2170,248,323,22,2,178,27,1,20
23,Simoca,010,0109 ,2171,230,325,0,0,191,20,2,17
23,Simoca,010,0109 ,2172,213,324,1,0,168,39,2,3
23,Simoca,010,0109 ,2173,264,321,57,3,168,25,0,14
23,Simoca,010,0109 ,2174,243,320,43,1,184,14,1,1
