codprov,depto,coddepto,circuito,mesa,validos,electores,blancos,nulos,fpv,cmb,fit,mpc
23,Capital,001,0017A,0878,295,351,54,0,62,131,15,33
23,Capital,001,0017A,0879,290,350,40,1,60,142,18,30
23,Capital,001,0017A,0880,299,353,29,4,62,165,17,26
23,Capital,001,0017A,0881,298,349,27,1,78,142,21,30
23,Capital,001,0017A,0882,296,348,45,1,60,141,15,35
23,Capital,001,0017A,0883,291,349,31,2,73,149,14,24
23,Capital,001,0017A,0884,288,349,14,0,64,146,29,35
23,Capital,001,0017A,0885,295,348,48,3,57,143,17,30
23,Capital,001,0017A,0886,285,349,39,3,61,141,15,29
23,Capital,001,0017A,0887,278,349,3,1,87,132,24,32
23,Capital,001,0017A,0888,288,347,34,1,65,137,21,31
23,Capital,001,0018 ,0889,282,349,54,1,64,101,10,53
23,Capital,001,0018 ,0890,299,351,54,0,90,109,13,33
23,Capital,001,0018 ,0891,266,347,48,3,87,98,9,24
23,Capital,001,0018 ,0892,280,348,52,5,71,122,7,28
23,Capital,001,0018 ,0893,278,352,41,2,72,106,20,39
23,Capital,001,0018 ,0894,281,352,38,1,85,107,11,40
23,Capital,001,0018 ,0895,279,350,39,11,68,124,11,37
23,Capital,001,0018 ,0896,265,349,34,4,66,120,9,36
23,Capital,001,0018 ,0897,281,347,44,1,86,100,11,40
23,Capital,001,0018 ,0898,173,350,40,3,94,0,12,27
23,Capital,001,0018 ,0899,274,347,55,0,69,109,7,34
23,Capital,001,0018 ,0900,277,348,52,2,69,114,10,32
23,Capital,001,0018 ,0901,294,346,42,3,87,113,17,35
23,Capital,001,0018 ,0902,280,347,48,0,61,120,10,41
23,Capital,001,0018 ,0903,272,347,34,3,64,126,8,40
23,Capital,001,0018 ,0904,279,349,59,1,63,111,15,31
23,Capital,001,0018 ,0905,272,348,39,5,81,109,14,29
23,Capital,001,0018 ,0906,279,346,46,3,67,109,12,45
23,Capital,001,0018 ,0907,293,348,49,1,69,121,12,42
23,Capital,001,0018 ,0908,277,347,43,3,98,96,6,34
23,Capital,001,0018 ,0909,264,345,42,1,84,95,9,34
23,Capital,001,0018 ,0910,282,346,37,2,86,102,19,38
23,Capital,001,0018 ,0911,277,350,51,1,68,115,12,31
23,Capital,001,0018 ,0912,273,347,41,1,59,130,6,37
23,Capital,001,0018 ,0913,288,348,44,1,110,96,11,27
23,Capital,001,0018 ,0914,285,349,46,0,67,126,15,31
23,Capital,001,0018 ,0915,279,347,75,2,65,108,12,19
23,Capital,001,0018 ,0916,221,349,0,1,64,127,8,22
23,Capital,001,0018 ,0917,283,347,62,4,66,120,7,28
23,Capital,001,0018 ,0918,270,347,61,3,73,96,17,23
23,Capital,001,0018 ,0919,272,346,53,1,75,98,14,32
23,Capital,001,0018 ,0920,278,348,63,1,76,110,8,21
23,Capital,001,0018 ,0921,272,348,54,1,67,117,11,23
23,Capital,001,0018 ,0922,275,347,30,5,85,131,7,22
23,Capital,001,0018 ,0923,276,348,60,2,71,109,11,25
23,Capital,001,0018 ,0924,272,347,65,4,76,96,9,26
23,Capital,001,0018 ,0925,282,348,59,1,104,95,8,16
23,Capital,001,0018 ,0926,289,347,59,0,89,108,14,19
23,Capital,001,0018 ,0927,270,347,65,3,97,77,10,21
23,Capital,001,0018 ,0928,277,345,46,2,60,128,9,34
23,Capital,001,0018 ,0929,278,348,52,2,69,129,8,20
23,Capital,001,0018 ,0930,281,347,57,0,61,127,11,25
23,Capital,001,0018 ,0931,278,344,39,1,74,117,10,38
23,Capital,001,0018 ,0932,270,348,51,3,78,105,11,25
23,Capital,001,0018 ,0933,269,349,67,3,65,98,12,27
23,Capital,001,0018 ,0934,239,348,36,1,87,109,4,3
23,Capital,001,0018 ,0935,283,346,62,1,81,103,15,22
23,Capital,001,0018 ,0936,276,347,60,1,76,106,8,26
23,Capital,001,0018 ,0937,289,347,50,2,64,136,9,30
23,Capital,001,0018A,0938,236,350,0,0,91,87,9,49
23,Capital,001,0018A,0939,221,350,1,1,87,82,10,41
23,Capital,001,0018A,0940,238,349,2,3,102,90,8,36
23,Capital,001,0018A,0941,286,349,60,4,86,87,9,44
23,Capital,001,0018A,0942,299,353,43,3,128,76,6,46
23,Capital,001,0018A,0943,291,350,58,0,106,73,14,40
23,Capital,001,0018A,0944,236,347,0,5,99,80,15,42
23,Capital,001,0018A,0945,288,350,60,1,101,69,7,51
23,Capital,001,0018A,0946,296,351,55,5,122,72,8,39
23,Capital,001,0018A,0947,296,349,49,2,122,67,4,54
23,Capital,001,0018A,0948,294,350,47,0,120,82,11,34
23,Capital,001,0018A,0949,287,351,55,4,81,88,8,55
23,Capital,001,0018A,0950,281,349,77,1,95,65,7,37
23,Capital,001,0018A,0951,289,349,64,0,99,73,9,44
23,Capital,001,0018A,0952,289,352,41,3,101,87,16,44
23,Capital,001,0018A,0953,299,349,58,0,109,84,9,39
23,Capital,001,0018A,0954,295,350,54,3,112,62,14,53
23,Capital,001,0018A,0955,247,350,51,2,110,68,11,7
23,Capital,001,0018A,0956,291,352,36,1,120,75,17,43
23,Capital,001,0018A,0957,288,349,57,0,112,59,7,53
23,Capital,001,0018A,0958,291,351,57,3,102,89,7,36
23,Capital,001,0018A,0959,242,352,5,3,96,82,18,41
23,Capital,001,0018A,0960,247,351,2,2,104,53,31,57
23,Capital,001,0018A,0961,268,352,48,0,108,71,3,38
23,Capital,001,0018A,0962,277,350,50,8,98,75,10,44
23,Capital,001,0018A,0963,299,351,86,4,99,73,0,41
23,Capital,001,0018A,0964,285,350,46,5,97,78,8,56
23,Capital,001,0018A,0965,292,349,61,0,115,68,10,38
23,Capital,001,0018A,0966,277,352,60,6,99,66,10,42
23,Capital,001,0018A,0967,238,352,0,1,125,63,7,43
23,Capital,001,0018A,0968,283,350,62,0,101,62,11,47
23,Capital,001,0018A,0969,247,352,8,0,102,84,11,42
23,Capital,001,0018A,0970,291,349,45,2,111,75,7,53
23,Capital,001,0018A,0971,273,349,90,0,115,55,13,0
23,Capital,001,0018A,0972,302,349,65,2,96,91,10,40
23,Capital,001,0018A,0973,292,350,47,6,121,58,9,57
23,Capital,001,0018A,0974,290,349,62,0,98,81,9,40
23,Capital,001,0018A,0975,278,351,43,2,108,79,17,31
23,Capital,001,0018A,0976,308,350,89,0,94,73,4,48
23,Capital,001,0018A,0977,277,348,1,6,108,97,9,62
23,Capital,001,0018A,0978,280,348,41,1,98,80,9,52
23,Capital,001,0018A,0979,290,351,61,3,113,75,4,37
23,Capital,001,0018A,0980,299,349,64,3,115,78,7,35
23,Capital,001,0018A,0981,281,349,57,3,103,76,8,37
23,Capital,001,0018A,0982,280,348,65,7,102,72,1,40
23,Capital,001,0018A,0983,277,350,50,5,81,88,5,53
23,Capital,001,0018A,0984,248,351,24,3,103,64,6,51
23,Capital,001,0018A,0985,232,350,3,0,87,95,11,36
23,Capital,001,0018A,0986,284,352,52,4,114,75,3,40
23,Capital,001,0018A,0987,299,350,68,0,110,81,5,35
23,Capital,001,0018A,0988,292,350,58,0,133,62,7,32
23,Capital,001,0018A,0989,269,352,54,4,82,82,9,42
23,Capital,001,0018A,0990,277,350,59,7,92,72,9,45
23,Capital,001,0018A,0991,266,350,31,0,116,59,19,41
23,Capital,001,0018A,0992,286,351,48,1,126,70,4,38
23,Capital,001,0018A,0993,267,348,37,3,112,71,9,38
23,Capital,001,0018A,0994,278,349,61,0,105,69,7,36
23,Capital,001,0018A,0995,264,348,47,1,109,49,8,51
23,Capital,001,0018A,0996,256,349,50,12,93,57,7,49
23,Capital,001,0018A,0997,277,349,62,2,96,68,9,42
23,Capital,001,0018A,0998,298,350,63,0,99,90,7,39
23,Capital,001,0018A,0999,299,349,69,1,97,82,10,41
23,Capital,001,0018A,1000,296,352,62,1,105,90,6,33
23,Capital,001,0018A,1001,286,349,54,8,107,83,6,36
23,Capital,001,0018A,1002,236,348,2,5,121,72,6,35
23,Capital,001,0018A,1003,270,349,54,10,98,67,10,41
23,Capital,001,0018A,1004,291,349,60,0,126,50,4,51
23,Capital,001,0018A,1005,279,348,47,2,123,60,15,34
23,Capital,001,0018A,1006,281,349,42,1,104,86,12,37
23,Capital,001,0018A,1007,232,349,1,1,118,72,3,38
23,Capital,001,0018A,1008,276,349,58,3,115,60,6,37
23,Capital,001,0018B,1009,301,352,65,2,75,102,10,49
23,Capital,001,0018B,1010,282,346,58,2,85,93,8,38
23,Capital,001,0018B,1011,278,348,51,6,89,83,10,45
23,Capital,001,0018B,1012,294,348,56,2,92,89,13,44
23,Capital,001,0018B,1013,280,348,56,0,101,63,17,43
23,Capital,001,0018B,1014,297,352,64,2,95,70,9,59
23,Capital,001,0018B,1015,283,349,47,1,91,100,7,38
23,Capital,001,0018B,1016,291,347,46,2,86,102,9,48
23,Capital,001,0018B,1017,292,347,105,6,84,93,10,0
23,Capital,001,0018B,1018,304,348,70,2,101,88,6,39
23,Capital,001,0018B,1019,296,349,71,2,91,83,14,37
23,Capital,001,0018B,1020,301,347,74,3,67,87,16,57
23,Capital,001,0018B,1021,286,348,60,3,99,85,7,35
23,Capital,001,0018B,1022,235,347,0,0,114,77,7,37
23,Capital,001,0018B,1023,226,347,0,0,82,100,9,35
23,Capital,001,0018B,1024,288,350,84,0,98,63,5,38
23,Capital,001,0018B,1025,226,349,2,7,77,93,10,44
23,Capital,001,0018B,1026,168,349,0,0,82,77,9,0
23,Capital,001,0018B,1027,282,349,49,3,110,66,10,47
23,Capital,001,0018B,1028,283,346,58,10,91,87,11,36
23,Capital,001,0018B,1029,290,351,71,4,93,86,12,28
23,Capital,001,0018B,1030,285,346,57,2,103,65,9,51
23,Capital,001,0018B,1031,283,352,75,3,100,71,4,33
23,Capital,001,0018B,1032,291,349,63,3,91,79,8,50
23,Capital,001,0018B,1033,291,350,53,0,94,93,8,43
23,Capital,001,0018B,1034,295,347,77,1,99,75,9,35
23,Capital,001,0018B,1035,291,347,78,0,86,69,15,43
23,Capital,001,0018B,1036,295,348,76,5,104,61,4,50
23,Capital,001,0018B,1037,279,347,50,5,105,74,9,41
23,Capital,001,0018B,1038,282,347,105,7,93,77,4,3
23,Capital,001,0018B,1039,287,346,58,4,74,112,7,36
23,Capital,001,0018B,1040,287,348,64,5,90,77,8,48
23,Capital,001,0018B,1041,201,347,2,6,73,77,14,35
23,Capital,001,0018B,1042,228,345,3,55,104,78,12,31
23,Capital,001,0018B,1043,292,348,68,3,91,84,10,39
23,Capital,001,0018B,1044,293,348,75,2,93,79,13,33
23,Capital,001,0018B,1045,289,348,79,1,98,63,9,40
23,Capital,001,0018B,1046,284,347,70,2,110,75,9,20
23,Capital,001,0018B,1047,195,347,2,104,86,68,7,32
23,Capital,001,0018B,1048,272,346,58,0,87,101,8,18
23,Capital,001,0018B,1049,297,347,78,0,102,81,9,27
23,Capital,001,0018B,1050,297,347,54,2,101,106,11,25
23,Capital,001,0018B,1051,286,348,72,1,99,82,6,27
23,Capital,001,0018B,1052,269,347,52,1,101,71,7,38
23,Capital,001,0018B,1053,285,348,53,3,113,65,9,45
23,Capital,001,0018B,1054,296,349,43,4,112,86,6,49
23,Capital,001,0018B,1055,234,347,0,0,102,83,11,38
23,Capital,001,0018B,1056,280,351,53,0,97,81,6,43
23,Capital,001,0018B,1057,277,349,55,5,92,78,10,42
23,Capital,001,0018B,1058,294,347,69,1,98,84,10,33
23,Capital,001,0018B,1059,241,348,0,0,112,80,8,41
23,Capital,001,0018B,1060,276,346,61,0,90,86,5,34
23,Capital,001,0018B,1061,236,347,0,0,117,67,8,44
23,Capital,001,0018B,1062,170,348,0,0,89,41,2,38
23,Capital,001,0018B,1063,288,349,63,3,82,93,10,40
23,Capital,001,0019 ,1064,284,351,45,0,104,84,8,43
23,Capital,001,0019 ,1065,297,348,64,3,109,79,10,35
23,Capital,001,0019 ,1066,279,348,46,0,136,54,8,35
23,Capital,001,0019 ,1067,279,350,55,7,105,72,6,41
23,Capital,001,0019 ,1068,291,350,62,3,107,89,5,28
23,Capital,001,0019 ,1069,209,347,1,3,112,80,16,0
23,Capital,001,0019 ,1070,278,348,50,0,109,75,4,40
23,Capital,001,0019 ,1071,241,349,2,1,101,87,14,37
23,Capital,001,0019 ,1072,286,348,47,0,108,78,6,47
23,Capital,001,0019 ,1073,285,347,50,2,86,104,11,34
23,Capital,001,0019 ,1074,270,349,48,0,127,67,3,25
23,Capital,001,0019 ,1075,304,348,47,3,116,75,14,52
23,Capital,001,0019 ,1076,280,349,46,4,108,66,18,42
23,Capital,001,0019 ,1077,281,349,47,0,122,69,8,35
23,Capital,001,0019 ,1078,300,347,54,0,130,72,11,33
23,Capital,001,0019 ,1079,244,347,0,0,118,76,9,41
23,Capital,001,0019 ,1080,288,347,49,2,109,88,6,36
23,Capital,001,0019 ,1081,210,347,0,2,111,53,7,39
23,Capital,001,0019 ,1082,297,349,65,0,113,71,10,38
23,Capital,001,0019 ,1083,277,347,48,4,72,83,20,54
23,Capital,001,0019 ,1084,288,351,59,2,98,84,4,43
23,Capital,001,0019 ,1085,287,347,47,3,126,75,6,33
23,Capital,001,0019 ,1086,235,347,7,0,76,95,7,50
23,Capital,001,0019 ,1087,104,349,3,0,0,57,4,40
23,Capital,001,0019 ,1088,275,345,37,0,108,85,9,36
23,Capital,001,0019 ,1089,289,349,51,2,136,69,7,26
23,Capital,001,0019 ,1090,283,347,65,2,95,79,6,38
23,Capital,001,0019 ,1091,285,346,58,1,113,67,5,42
23,Capital,001,0019 ,1092,278,349,39,1,121,74,7,37
23,Capital,001,0019 ,1093,246,346,3,1,139,71,7,26
23,Capital,001,0019 ,1094,212,347,0,3,106,65,6,35
23,Capital,001,0019 ,1095,277,350,54,1,103,68,10,42
23,Capital,001,0019 ,1096,287,347,56,0,104,84,12,31
23,Capital,001,0019 ,1097,271,349,45,4,101,69,8,48
23,Capital,001,0019 ,1098,288,347,71,0,102,57,9,49
23,Capital,001,0019 ,1099,228,348,0,0,109,73,12,34
23,Capital,001,0019 ,1100,285,347,56,0,118,66,7,38
23,Capital,001,0019 ,1101,287,346,47,0,105,81,11,43
23,Capital,001,0019 ,1102,274,346,47,3,99,72,12,44
23,Capital,001,0019 ,1103,281,347,38,5,119,78,11,35
23,Capital,001,0019 ,1104,291,346,52,0,108,86,6,39
23,Capital,001,0019 ,1105,255,346,20,6,100,88,8,39
23,Capital,001,0019 ,1106,290,348,36,3,116,79,13,46
23,Capital,001,0019 ,1107,251,346,1,1,108,85,11,46
23,Capital,001,0019 ,1108,270,345,57,0,97,63,9,44
23,Capital,001,0019 ,1109,278,346,45,2,115,69,4,45
23,Capital,001,0019 ,1110,287,348,45,0,103,93,12,34
23,Capital,001,0019 ,1111,272,345,49,5,112,67,14,30
23,Capital,001,0019 ,1112,221,347,0,0,109,62,10,40
23,Capital,001,0019 ,1113,285,347,50,0,100,74,15,46
23,Capital,001,0019 ,1114,281,346,53,2,104,84,7,33
23,Capital,001,0019 ,1115,279,347,54,4,113,58,15,39
23,Capital,001,0019 ,1116,283,350,55,0,92,78,17,41
23,Capital,001,0019 ,1117,220,347,0,0,107,67,11,35
23,Capital,001,0019 ,1118,202,347,2,0,121,62,10,7
23,Capital,001,0019 ,1119,288,347,53,0,120,63,8,44
23,Capital,001,0019 ,1120,219,348,1,0,113,62,11,32
23,Capital,001,0019 ,1121,297,346,65,3,106,78,7,41
23,Capital,001,0019 ,1122,286,348,43,0,131,64,10,38
23,Capital,001,0019 ,1123,284,348,56,1,104,78,8,38
23,Capital,001,0019 ,1124,295,346,63,0,112,70,7,43
23,Capital,001,0019 ,1125,216,347,3,4,103,71,11,28
23,Capital,001,0019 ,1126,281,349,50,3,120,72,6,33
23,Capital,001,0019 ,1127,258,345,41,3,90,83,11,33
23,Capital,001,0019 ,1128,228,348,2,1,122,53,5,46
23,Capital,001,0019 ,1129,303,348,49,2,135,76,8,35
23,Capital,001,0019 ,1130,290,346,47,0,95,89,10,49
23,Capital,001,0019 ,1131,294,345,61,1,109,62,3,59
23,Capital,001,0019 ,1132,276,346,65,0,113,63,12,23
23,Capital,001,0019 ,1133,297,349,54,0,112,79,15,37
23,Capital,001,0019 ,1134,273,347,39,3,111,79,5,39
23,Capital,001,0019 ,1135,277,348,44,1,103,72,12,46
23,Capital,001,0020 ,1136,290,350,62,0,117,67,5,39
23,Capital,001,0020 ,1137,275,349,64,4,108,62,11,30
23,Capital,001,0020 ,1138,274,349,64,1,95,68,7,40
23,Capital,001,0020 ,1139,296,348,70,0,107,68,6,45
23,Capital,001,0020 ,1140,286,347,38,1,104,88,15,41
23,Capital,001,0020 ,1141,289,348,63,3,101,74,14,37
23,Capital,001,0020 ,1142,271,349,55,5,94,64,7,51
23,Capital,001,0020 ,1143,284,347,46,0,108,86,12,32
23,Capital,001,0020 ,1144,282,349,48,0,136,61,9,28
23,Capital,001,0020 ,1145,277,350,60,1,115,59,8,35
23,Capital,001,0020 ,1146,187,352,0,0,110,69,8,0
23,Capital,001,0020 ,1147,274,349,54,1,118,65,7,30
23,Capital,001,0020 ,1148,290,349,71,0,121,60,4,34
23,Capital,001,0020 ,1149,275,348,70,10,101,63,7,34
23,Capital,001,0020 ,1150,284,351,61,3,102,77,4,40
23,Capital,001,0020 ,1151,279,348,61,1,115,64,6,33
23,Capital,001,0020 ,1152,298,348,63,1,124,62,14,35
23,Capital,001,0020 ,1153,294,349,59,3,97,83,9,46
23,Capital,001,0020 ,1154,289,346,56,1,128,67,5,33
23,Capital,001,0020 ,1155,286,347,54,3,114,72,8,38
23,Capital,001,0020 ,1156,284,350,69,2,121,69,6,19
23,Capital,001,0020 ,1157,317,348,84,0,147,51,6,29
23,Capital,001,0020 ,1158,260,349,69,0,99,82,5,5
23,Capital,001,0020 ,1159,285,350,37,1,122,83,6,37
23,Capital,001,0020 ,1160,280,350,64,0,94,77,8,37
23,Capital,001,0020 ,1161,282,353,72,1,120,55,10,25
23,Capital,001,0020 ,1162,266,348,56,5,92,68,8,42
23,Capital,001,0020 ,1163,276,349,54,1,108,73,4,37
23,Capital,001,0020 ,1164,187,347,1,0,120,59,7,0
23,Capital,001,0020 ,1165,284,346,74,2,120,48,8,34
23,Capital,001,0020 ,1166,283,348,58,0,119,74,1,31
23,Capital,001,0020 ,1167,267,347,37,1,138,60,5,27
23,Capital,001,0020 ,1168,277,348,67,0,104,65,5,36
23,Capital,001,0020 ,1169,271,353,61,3,107,70,4,29
23,Capital,001,0020 ,1170,216,347,0,0,119,59,6,32
23,Capital,001,0020 ,1171,270,348,52,0,114,65,4,35
23,Capital,001,0020 ,1172,232,349,0,0,120,80,11,21
23,Capital,001,0020 ,1173,237,347,2,1,107,84,8,36
23,Capital,001,0020 ,1174,286,349,61,4,107,77,9,32
23,Capital,001,0020 ,1175,167,347,1,3,108,53,5,0
23,Capital,001,0020 ,1176,280,349,53,3,105,85,10,27
23,Capital,001,0020 ,1177,275,351,63,0,108,58,10,36
23,Capital,001,0020 ,1178,276,348,46,6,114,66,11,39
23,Capital,001,0020 ,1179,273,346,4,1,123,106,11,29
23,Capital,001,0020 ,1180,290,351,35,0,139,77,6,33
23,Capital,001,0020 ,1181,187,349,0,0,106,63,3,15
23,Capital,001,0020 ,1182,277,351,70,0,86,64,7,50
23,Capital,001,0020 ,1183,203,349,0,0,100,53,9,41
23,Capital,001,0020 ,1184,280,350,57,0,106,69,9,39
23,Capital,001,0020 ,1185,271,350,94,0,110,55,12,0
23,Capital,001,0020 ,1186,186,350,0,1,101,77,8,0
23,Capital,001,0020 ,1187,276,348,67,3,101,71,7,30
23,Capital,001,0020 ,1188,278,348,57,4,121,67,12,21
23,Capital,001,0020 ,1189,275,349,73,0,115,56,5,26
23,Capital,001,0020 ,1190,295,349,70,0,114,67,11,33
23,Capital,001,0020 ,1191,287,351,70,0,82,86,13,36
23,Capital,001,0020 ,1192,269,352,48,5,116,71,7,27
23,Capital,001,0020 ,1193,259,348,49,5,108,57,7,38
23,Capital,001,0020 ,1194,283,348,65,1,109,57,6,46
23,Capital,001,0020 ,1195,272,348,62,1,99,70,8,33
23,Capital,001,0020 ,1196,226,347,0,0,105,76,7,38
23,Capital,001,0020 ,1197,271,350,56,0,104,74,7,30
23,Capital,001,0020 ,1198,263,351,39,1,126,54,5,39
23,Capital,001,0020 ,1199,279,349,60,0,111,67,11,30
23,Capital,001,0020 ,1200,277,349,43,2,116,73,10,35
23,Capital,001,0020 ,1201,281,345,54,2,109,75,7,36
23,Capital,001,0020 ,1202,278,348,56,0,105,81,8,28
23,Capital,001,0021 ,1203,242,350,2,0,155,41,4,40
23,Capital,001,0021 ,1204,293,350,68,5,128,47,8,42
23,Capital,001,0021 ,1205,287,354,55,0,138,53,5,36
23,Capital,001,0021 ,1206,271,349,55,5,135,45,7,29
23,Capital,001,0021 ,1207,235,348,4,0,128,58,11,34
23,Capital,001,0021 ,1208,293,348,71,2,156,38,2,26
23,Capital,001,0021 ,1209,275,353,55,2,126,46,7,41
23,Capital,001,0021 ,1210,228,352,3,5,135,47,5,38
23,Capital,001,0021 ,1211,283,352,79,0,131,39,7,27
23,Capital,001,0021 ,1212,288,352,88,0,120,51,6,23
23,Capital,001,0021 ,1213,279,354,35,2,155,48,6,35
23,Capital,001,0021 ,1214,292,348,55,2,144,48,8,37
23,Capital,001,0021 ,1215,283,352,42,1,127,70,4,40
23,Capital,001,0021 ,1216,269,350,58,1,102,59,11,39
23,Capital,001,0021 ,1217,235,347,59,2,105,71,0,0
23,Capital,001,0021 ,1218,284,350,48,4,137,55,5,39
23,Capital,001,0021 ,1219,272,352,57,1,133,37,6,39
23,Capital,001,0021 ,1220,288,348,73,1,129,45,9,32
23,Capital,001,0021 ,1221,272,349,58,1,112,51,7,44
23,Capital,001,0021 ,1222,291,348,51,0,134,54,8,44
23,Capital,001,0021 ,1223,285,351,55,2,120,62,7,41
23,Capital,001,0021 ,1224,236,354,0,0,147,49,5,35
23,Capital,001,0021 ,1225,278,353,51,6,137,56,7,27
23,Capital,001,0021 ,1226,281,351,70,4,125,43,6,37
23,Capital,001,0021 ,1227,242,351,2,2,146,45,9,40
23,Capital,001,0021 ,1228,286,352,49,5,131,51,0,55
23,Capital,001,0021 ,1229,293,352,64,3,129,54,3,43
23,Capital,001,0021 ,1230,279,353,52,0,115,58,5,49
23,Capital,001,0021 ,1231,293,350,83,0,121,59,8,22
23,Capital,001,0021 ,1232,290,356,60,4,131,52,6,41
23,Capital,001,0021 ,1233,221,349,2,2,113,61,6,39
23,Capital,001,0021 ,1234,219,352,0,0,139,43,4,33
23,Capital,001,0021 ,1235,288,351,62,1,144,43,4,35
23,Capital,001,0021 ,1236,220,351,0,0,115,56,6,43
23,Capital,001,0021 ,1237,284,349,57,2,132,50,7,38
23,Capital,001,0021 ,1238,281,350,74,2,130,41,8,28
23,Capital,001,0021 ,1239,279,348,58,3,123,64,7,27
23,Capital,001,0021 ,1240,202,350,3,0,136,60,3,0
23,Capital,001,0021 ,1241,48,351,4,7,0,38,6,0
23,Capital,001,0021 ,1242,216,348,1,3,132,47,5,31
23,Capital,001,0021 ,1243,214,354,1,3,129,47,9,28
23,Capital,001,0021 ,1244,286,351,64,4,124,54,11,33
23,Capital,001,0021 ,1245,208,348,1,1,142,55,5,5
23,Capital,001,0021 ,1246,289,350,58,0,129,51,7,44
23,Capital,001,0021 ,1247,211,351,0,0,131,39,4,37
23,Capital,001,0021 ,1248,278,347,46,0,120,69,9,34
23,Capital,001,0021 ,1249,226,351,2,7,135,53,6,30
23,Capital,001,0021 ,1250,207,350,1,5,125,48,5,28
23,Capital,001,0022 ,1251,295,345,40,3,85,110,10,50
23,Capital,001,0022 ,1252,285,347,40,3,94,107,12,32
23,Capital,001,0022 ,1253,290,342,47,3,80,121,7,35
23,Capital,001,0022 ,1254,291,344,57,0,83,106,9,36
23,Capital,001,0022 ,1255,297,352,75,1,78,100,10,34
23,Capital,001,0022 ,1256,238,344,0,0,86,104,8,40
23,Capital,001,0022 ,1257,287,344,36,4,107,104,6,34
23,Capital,001,0022 ,1258,300,345,43,3,86,109,16,46
23,Capital,001,0022 ,1259,307,346,79,0,115,100,13,0
23,Capital,001,0022 ,1260,295,345,55,2,89,104,15,32
23,Capital,001,0022 ,1261,247,344,1,0,88,103,9,46
23,Capital,001,0022 ,1262,295,344,64,1,105,86,10,30
23,Capital,001,0022 ,1263,293,345,43,1,110,84,12,44
23,Capital,001,0022 ,1264,291,346,50,8,93,98,13,37
23,Capital,001,0022 ,1265,292,344,60,1,101,91,9,31
23,Capital,001,0022 ,1266,286,345,51,1,95,101,7,32
23,Capital,001,0022 ,1267,300,345,51,1,89,113,9,38
23,Capital,001,0022 ,1268,298,344,72,0,71,106,12,37
23,Lules,002,0023 ,1269,290,344,101,0,141,38,3,7
23,Lules,002,0023 ,1270,267,345,72,0,124,36,10,25
23,Lules,002,0023 ,1271,193,342,2,1,136,47,6,2
23,Lules,002,0023 ,1272,270,340,73,1,141,48,1,7
23,Lules,002,0023 ,1273,281,341,79,1,159,26,5,12
23,Lules,002,0023 ,1274,289,340,94,1,135,45,0,15
23,Lules,002,0024 ,1275,283,346,43,2,111,84,6,39
23,Lules,002,0024 ,1276,289,345,43,2,92,108,9,37
23,Lules,002,0024 ,1277,291,344,57,7,114,84,4,32
23,Lules,002,0024 ,1278,307,342,41,0,115,101,14,36
23,Lules,002,0024 ,1279,242,342,0,0,96,91,8,47
23,Lules,002,0024 ,1280,297,343,14,0,128,75,6,74
23,Lules,002,0024 ,1281,290,344,51,0,119,86,6,28
23,Lules,002,0024 ,1282,289,344,46,3,101,90,12,40
23,Lules,002,0024 ,1283,285,344,42,5,103,107,6,27
23,Lules,002,0024 ,1284,268,344,38,3,93,97,6,34
23,Lules,002,0024 ,1285,286,343,55,1,87,97,1,46
23,Lules,002,0024 ,1286,293,349,40,3,143,72,5,33
23,Lules,002,0024 ,1287,289,348,34,1,117,93,5,40
23,Lules,002,0024 ,1288,275,346,41,0,92,91,8,43
23,Lules,002,0024 ,1289,279,344,44,4,108,75,10,42
23,Lules,002,0024 ,1290,276,344,50,1,113,67,8,38
23,Lules,002,0024 ,1291,285,343,38,3,142,56,9,40
23,Lules,002,0024 ,1292,289,342,41,2,142,64,11,31
23,Lules,002,0024 ,1293,279,343,36,4,123,74,5,41
23,Lules,002,0024 ,1294,294,343,60,1,118,93,5,18
23,Lules,002,0024 ,1295,259,342,44,5,108,72,3,32
23,Lules,002,0024 ,1296,296,349,48,1,109,77,6,56
23,Lules,002,0024 ,1297,284,343,42,6,114,82,8,38
23,Lules,002,0024 ,1298,286,343,49,0,135,60,9,33
23,Lules,002,0024 ,1299,285,344,33,2,103,95,9,45
23,Lules,002,0024 ,1300,232,342,3,2,118,76,9,26
23,Lules,002,0024 ,1301,283,343,52,1,99,89,8,35
23,Lules,002,0024 ,1302,289,345,45,6,121,75,7,41
23,Lules,002,0024 ,1303,270,345,30,11,111,78,9,42
23,Lules,002,0024 ,1304,289,344,35,1,126,82,14,32
23,Lules,002,0024 ,1305,295,345,63,0,100,99,7,26
23,Lules,002,0024 ,1306,228,344,1,0,97,93,5,32
23,Lules,002,0024 ,1307,287,342,48,0,116,85,7,31
23,Lules,002,0024 ,1308,277,341,58,1,100,79,9,31
23,Lules,002,0025 ,1309,334,348,66,2,144,75,10,39
23,Lules,002,0025 ,1310,289,351,43,1,140,71,5,30
23,Lules,002,0025 ,1311,264,346,51,1,121,86,6,0
23,Lules,002,0025 ,1312,296,345,34,0,164,68,9,21
23,Lules,002,0025 ,1313,294,346,35,2,135,89,8,27
23,Lules,002,0025 ,1314,300,344,36,1,179,67,3,15
23,Lules,002,0025 ,1315,276,349,13,14,132,89,4,38
23,Lules,002,0025 ,1316,304,351,57,1,129,62,15,41
23,Lules,002,0025 ,1317,292,347,40,0,142,74,5,31
