codprov,depto,coddepto,circuito,mesa,validos,electores,blancos,nulos,fr,fit,cmb,pj
23,Capital,001,0001 ,0001,241,332,3,4,31,25,149,33
23,Capital,001,0001 ,0002,249,332,4,1,16,20,168,41
23,Capital,001,0001 ,0003,244,332,3,5,18,15,169,39
23,Capital,001,0001 ,0004,251,332,5,3,29,19,168,30
23,Capital,001,0001 ,0005,244,332,2,1,20,29,158,35
23,Capital,001,0001 ,0006,237,332,4,2,16,19,170,28
23,Capital,001,0001 ,0007,260,332,5,4,19,20,179,37
23,Capital,001,0001 ,0008,259,332,4,4,20,17,167,51
23,Capital,001,0001 ,0009,235,332,5,2,13,32,146,39
23,Capital,001,0001 ,0010,256,332,4,3,20,25,159,48
23,Capital,001,0001 ,0011,234,332,2,3,21,11,152,48
23,Capital,001,0001 ,0012,249,332,1,6,19,16,185,28
23,Capital,001,0001 ,0013,242,333,1,9,19,17,160,45
23,Capital,001,0001 ,0014,251,332,1,3,25,24,172,29
23,Capital,001,0001 ,0015,327,332,2,1,17,23,237,48
23,Capital,001,0001 ,0016,253,331,0,5,26,27,159,41
23,Capital,001,0001 ,0017,214,331,0,5,24,20,138,32
23,Capital,001,0001 ,0018,247,331,5,1,22,24,157,39
23,Capital,001,0001 ,0019,239,331,3,4,23,23,161,29
23,Capital,001,0001A,0020,252,330,5,0,31,15,156,45
23,Capital,001,0001A,0021,250,330,2,1,23,21,178,26
23,Capital,001,0001A,0022,258,330,5,3,17,28,173,35
23,Capital,001,0001A,0023,245,330,2,2,26,18,152,47
23,Capital,001,0001A,0024,257,330,1,5,22,18,166,50
23,Capital,001,0001A,0025,256,330,0,5,27,23,171,35
23,Capital,001,0001A,0026,249,330,6,3,17,31,162,33
23,Capital,001,0001A,0027,246,330,5,3,21,17,164,39
23,Capital,001,0001A,0028,251,330,4,4,13,20,176,38
23,Capital,001,0001A,0029,254,330,2,3,25,24,154,49
23,Capital,001,0001A,0030,255,330,2,4,22,22,171,38
23,Capital,001,0001A,0031,263,329,2,0,28,22,169,42
23,Capital,001,0001A,0032,239,329,7,4,23,23,156,30
23,Capital,001,0001A,0033,242,330,1,2,24,28,145,44
23,Capital,001,0001A,0034,255,329,1,6,31,30,147,46
23,Capital,001,0001A,0035,247,329,3,3,16,23,166,39
23,Capital,001,0002 ,0036,243,337,1,3,19,24,165,34
23,Capital,001,0002 ,0037,245,337,1,4,20,18,168,38
23,Capital,001,0002 ,0038,246,337,2,5,25,14,172,33
23,Capital,001,0002 ,0039,252,337,4,3,26,29,156,37
23,Capital,001,0002 ,0040,249,337,1,4,29,17,149,53
23,Capital,001,0002 ,0041,252,337,2,6,23,24,161,42
23,Capital,001,0002 ,0042,239,337,2,6,29,13,152,43
23,Capital,001,0002 ,0043,261,337,1,3,15,28,173,44
23,Capital,001,0002 ,0044,259,337,2,3,33,29,156,39
23,Capital,001,0002 ,0045,252,337,7,10,21,25,162,37
23,Capital,001,0002 ,0046,245,336,3,3,25,27,154,36
23,Capital,001,0002A,0047,242,327,5,8,25,29,143,40
23,Capital,001,0002A,0048,250,327,0,2,29,32,150,39
23,Capital,001,0002A,0049,252,327,4,4,20,26,165,37
23,Capital,001,0002A,0050,261,326,2,4,31,25,145,58
23,Capital,001,0002A,0051,243,326,6,2,21,20,146,50
23,Capital,001,0002A,0052,253,326,3,1,9,28,164,49
23,Capital,001,0002A,0053,248,326,2,2,25,23,169,29
23,Capital,001,0002A,0054,253,326,4,2,25,26,165,33
23,Capital,001,0002A,0055,254,326,5,2,26,28,143,52
23,Capital,001,0002A,0056,241,326,3,3,20,18,161,39
23,Capital,001,0002A,0057,250,326,5,6,31,23,157,34
23,Capital,001,0002A,0058,244,326,3,2,30,22,151,38
23,Capital,001,0002A,0059,231,326,1,3,26,19,152,33
23,Capital,001,0003 ,0060,271,346,5,2,29,30,166,41
23,Capital,001,0003 ,0061,276,346,6,3,28,27,164,51
23,Capital,001,0003 ,0062,271,346,5,1,22,23,164,57
23,Capital,001,0003 ,0063,103,346,1,6,24,34,0,44
23,Capital,001,0003 ,0064,251,346,3,2,30,21,164,33
23,Capital,001,0003 ,0065,268,346,3,3,18,24,174,49
23,Capital,001,0003 ,0066,270,346,6,3,32,18,159,55
23,Capital,001,0003 ,0067,260,346,3,5,32,30,151,44
23,Capital,001,0003 ,0068,268,346,2,7,18,23,183,42
23,Capital,001,0003 ,0069,254,346,1,1,26,21,164,42
23,Capital,001,0003 ,0070,265,346,1,1,20,25,174,45
23,Capital,001,0003 ,0071,280,346,3,3,24,32,175,46
23,Capital,001,0003 ,0072,270,346,0,3,29,22,191,28
23,Capital,001,0003 ,0073,268,346,1,0,27,36,166,38
23,Capital,001,0003 ,0074,263,346,1,2,18,24,169,51
23,Capital,001,0003 ,0075,252,346,1,7,26,19,155,51
23,Capital,001,0003 ,0076,262,346,4,6,29,21,156,52
23,Capital,001,0003 ,0077,263,346,0,4,29,29,152,53
23,Capital,001,0003 ,0078,274,346,2,3,33,30,155,54
23,Capital,001,0003 ,0079,258,346,0,4,34,24,152,48
23,Capital,001,0004 ,0080,274,350,2,1,26,26,177,43
23,Capital,001,0004 ,0081,269,350,5,7,25,26,160,53
23,Capital,001,0004 ,0082,280,350,5,2,28,24,165,58
23,Capital,001,0004 ,0083,281,350,0,5,34,23,163,61
23,Capital,001,0004 ,0084,273,350,0,2,22,30,185,36
23,Capital,001,0004 ,0085,253,350,3,1,22,37,140,51
23,Capital,001,0004 ,0086,275,350,0,1,21,44,160,50
23,Capital,001,0004 ,0087,273,350,0,5,25,31,174,43
23,Capital,001,0004 ,0088,262,350,2,2,19,34,163,44
23,Capital,001,0004 ,0089,272,350,5,6,26,28,176,37
23,Capital,001,0004 ,0090,273,350,4,10,23,35,164,47
23,Capital,001,0004 ,0091,261,350,3,6,36,32,143,47
23,Capital,001,0004 ,0092,274,350,5,10,44,34,151,40
23,Capital,001,0004 ,0093,259,350,1,5,17,26,156,59
23,Capital,001,0004 ,0094,272,349,3,5,32,20,161,56
23,Capital,001,0004 ,0095,274,349,2,4,23,22,174,53
23,Capital,001,0004 ,0096,276,349,6,4,34,27,172,37
23,Capital,001,0004 ,0097,275,349,1,6,32,16,169,57
23,Capital,001,0005 ,0098,286,350,3,2,22,20,195,46
23,Capital,001,0005 ,0099,265,350,3,3,22,21,188,31
23,Capital,001,0005 ,0100,268,350,4,5,14,21,189,40
23,Capital,001,0005 ,0101,273,350,5,4,15,13,200,40
23,Capital,001,0005 ,0102,254,350,2,6,14,12,191,35
23,Capital,001,0005 ,0103,280,350,1,3,17,13,218,31
23,Capital,001,0005 ,0104,281,350,3,5,16,19,218,25
23,Capital,001,0005 ,0105,268,350,0,2,18,16,203,31
23,Capital,001,0005 ,0106,279,350,4,2,15,21,207,32
23,Capital,001,0005 ,0107,263,350,6,5,26,12,186,33
23,Capital,001,0005 ,0108,276,350,3,5,21,14,203,35
23,Capital,001,0005 ,0109,265,350,1,3,22,16,193,33
23,Capital,001,0005 ,0110,275,350,1,3,19,19,195,41
23,Capital,001,0005 ,0111,264,350,1,3,13,19,200,31
23,Capital,001,0005 ,0112,278,350,2,1,18,17,204,37
23,Capital,001,0005 ,0113,271,350,3,3,13,21,199,35
23,Capital,001,0005 ,0114,273,350,1,2,25,19,193,35
23,Capital,001,0005 ,0115,271,350,1,3,15,17,202,36
23,Capital,001,0005 ,0116,273,350,2,4,21,21,194,35
23,Capital,001,0005 ,0117,276,350,1,2,20,20,191,44
23,Capital,001,0005 ,0118,281,350,6,2,21,20,193,41
23,Capital,001,0005 ,0119,273,350,1,6,20,17,209,26
23,Capital,001,0005 ,0120,263,350,3,1,16,18,203,23
23,Capital,001,0005 ,0121,273,350,2,3,15,24,192,40
23,Capital,001,0005 ,0122,253,349,4,3,11,20,185,33
23,Capital,001,0005 ,0123,273,349,1,5,12,19,214,27
23,Capital,001,0005 ,0124,274,349,4,3,21,21,185,43
23,Capital,001,0005 ,0125,273,349,5,4,16,26,191,35
23,Capital,001,0005 ,0126,271,349,1,5,19,13,209,29
23,Capital,001,0005 ,0127,252,349,5,5,20,28,172,27
23,Capital,001,0005 ,0128,260,349,1,5,14,15,197,33
23,Capital,001,0006 ,0129,246,344,1,3,34,0,168,43
23,Capital,001,0006 ,0130,271,344,1,4,18,22,190,40
23,Capital,001,0006 ,0131,275,344,2,5,23,22,180,48
23,Capital,001,0006 ,0132,270,344,3,1,23,20,176,48
23,Capital,001,0006 ,0133,260,343,0,5,25,24,160,51
23,Capital,001,0006 ,0134,258,343,2,2,27,24,168,37
23,Capital,001,0006 ,0135,271,343,3,3,18,24,193,33
23,Capital,001,0006 ,0136,262,343,2,5,25,19,175,41
23,Capital,001,0006 ,0137,250,343,0,5,23,23,170,34
23,Capital,001,0006 ,0138,284,343,2,5,30,14,190,48
23,Capital,001,0006 ,0139,261,343,3,14,29,26,163,40
23,Capital,001,0006 ,0140,245,343,4,3,23,16,159,43
23,Capital,001,0006 ,0141,256,343,1,7,20,23,164,48
23,Capital,001,0006 ,0142,261,343,2,2,36,17,181,25
23,Capital,001,0007 ,0143,260,340,1,4,32,25,156,46
23,Capital,001,0007 ,0144,267,340,1,3,36,14,161,55
23,Capital,001,0007 ,0145,270,340,1,2,49,26,148,46
23,Capital,001,0007 ,0146,244,340,3,6,30,18,144,49
23,Capital,001,0007 ,0147,256,340,2,7,45,22,134,53
23,Capital,001,0007 ,0148,251,340,1,4,48,29,118,55
23,Capital,001,0007 ,0149,254,340,3,9,50,21,131,49
23,Capital,001,0007 ,0150,265,340,2,1,44,20,145,54
23,Capital,001,0007 ,0151,278,340,0,3,39,24,157,58
23,Capital,001,0007 ,0152,249,340,2,4,42,24,130,51
23,Capital,001,0007 ,0153,259,340,5,1,62,21,128,43
23,Capital,001,0007 ,0154,261,340,0,1,44,21,139,57
23,Capital,001,0007 ,0155,269,340,2,5,33,20,173,41
23,Capital,001,0007 ,0156,244,339,2,7,40,31,108,63
23,Capital,001,0007A,0157,263,349,3,6,43,17,141,59
23,Capital,001,0007A,0158,278,349,1,6,43,17,145,72
23,Capital,001,0007A,0159,256,349,0,8,42,19,149,46
23,Capital,001,0007A,0160,276,349,3,2,38,26,153,56
23,Capital,001,0007A,0161,279,349,2,2,48,25,147,57
23,Capital,001,0007A,0162,263,349,3,6,49,22,139,50
23,Capital,001,0007A,0163,286,349,3,12,42,16,170,55
23,Capital,001,0007A,0164,264,348,2,7,41,23,142,56
23,Capital,001,0007A,0165,267,348,1,4,50,22,154,40
23,Capital,001,0007A,0166,279,348,2,3,44,18,164,51
23,Capital,001,0007A,0167,274,348,0,4,45,19,156,54
23,Capital,001,0007A,0168,263,348,4,3,47,26,143,43
23,Capital,001,0007A,0169,269,348,1,7,52,23,131,62
23,Capital,001,0007A,0170,249,348,1,4,52,16,119,61
23,Capital,001,0007A,0171,285,348,2,3,48,32,138,65
23,Capital,001,0007A,0172,277,348,0,3,51,17,150,59
23,Capital,001,0007A,0173,282,348,1,6,40,28,155,58
23,Capital,001,0007A,0174,257,348,2,4,47,17,129,62
23,Capital,001,0008 ,0175,260,336,2,1,44,26,137,51
23,Capital,001,0008 ,0176,251,336,3,7,26,34,129,59
23,Capital,001,0008 ,0177,245,336,0,3,35,17,147,46
23,Capital,001,0008 ,0178,256,337,4,1,33,16,140,63
23,Capital,001,0008 ,0179,254,336,3,7,32,23,156,40
23,Capital,001,0008 ,0180,247,336,5,6,24,29,136,53
23,Capital,001,0008 ,0181,255,336,2,4,43,24,143,43
23,Capital,001,0008 ,0182,264,336,1,8,36,16,166,45
23,Capital,001,0008 ,0183,261,336,3,5,42,16,152,48
23,Capital,001,0008 ,0184,259,336,2,4,38,22,158,39
23,Capital,001,0008 ,0185,259,336,5,4,33,23,153,45
23,Capital,001,0008 ,0186,261,336,0,2,46,26,140,49
23,Capital,001,0008 ,0187,258,335,1,1,48,21,143,45
23,Capital,001,0008 ,0188,256,335,1,6,34,31,125,65
23,Capital,001,0008A,0189,270,342,1,1,61,22,117,69
23,Capital,001,0008A,0190,245,342,6,4,45,16,124,54
23,Capital,001,0008A,0191,250,342,1,4,44,25,122,58
23,Capital,001,0008A,0192,255,342,0,6,45,25,135,50
23,Capital,001,0008A,0193,252,342,2,5,49,16,127,58
23,Capital,001,0008A,0194,269,342,5,4,59,18,139,48
23,Capital,001,0008A,0195,257,342,1,2,47,28,115,66
23,Capital,001,0008A,0196,250,342,1,11,51,24,122,52
23,Capital,001,0008A,0197,252,342,0,3,50,14,136,52
23,Capital,001,0008A,0198,266,342,3,3,30,18,148,67
23,Capital,001,0008A,0199,271,342,0,4,39,19,136,77
23,Capital,001,0008A,0200,264,342,1,6,48,24,128,63
23,Capital,001,0008A,0201,258,342,3,3,47,18,141,49
23,Capital,001,0008A,0202,270,342,0,4,41,33,129,67
23,Capital,001,0008A,0203,257,342,2,4,52,14,133,56
23,Capital,001,0008A,0204,260,342,0,5,60,25,126,49
23,Capital,001,0008A,0205,269,342,1,2,49,24,130,65
23,Capital,001,0008A,0206,259,341,1,4,50,18,118,72
23,Capital,001,0008A,0207,245,341,1,3,44,23,120,57
23,Capital,001,0008A,0208,258,341,2,3,47,23,133,53
23,Capital,001,0008A,0209,265,341,3,4,46,22,127,67
23,Capital,001,0008A,0210,240,341,1,7,36,27,131,45
23,Capital,001,0009 ,0211,281,348,2,7,51,26,94,108
23,Capital,001,0009 ,0212,260,348,1,3,44,13,132,70
23,Capital,001,0009 ,0213,280,348,2,2,51,22,103,102
23,Capital,001,0009 ,0214,273,348,0,3,55,28,103,87
23,Capital,001,0009 ,0215,283,348,1,3,51,23,121,87
23,Capital,001,0009 ,0216,263,348,4,5,45,13,115,86
23,Capital,001,0009 ,0217,318,349,0,8,45,13,169,91
23,Capital,001,0009 ,0218,294,348,2,4,45,12,126,109
23,Capital,001,0009 ,0219,280,348,2,4,52,15,130,81
23,Capital,001,0009 ,0220,272,348,0,6,55,17,105,95
23,Capital,001,0009 ,0221,274,348,2,3,57,16,106,93
23,Capital,001,0009 ,0222,266,348,2,6,50,20,108,86
23,Capital,001,0009 ,0223,267,348,1,7,49,13,106,98
23,Capital,001,0009 ,0224,273,348,1,3,60,22,101,89
23,Capital,001,0009 ,0225,272,348,0,10,51,18,106,97
23,Capital,001,0009 ,0226,283,348,2,5,60,17,97,107
23,Capital,001,0009 ,0227,288,348,1,1,62,15,114,96
23,Capital,001,0009 ,0228,268,348,0,3,52,18,106,92
23,Capital,001,0009 ,0229,272,348,2,1,38,12,128,92
23,Capital,001,0009 ,0230,271,348,3,4,66,21,106,75
23,Capital,001,0009 ,0231,283,348,1,5,42,14,137,89
23,Capital,001,0009 ,0232,276,348,2,6,49,14,136,75
23,Capital,001,0009 ,0233,271,348,2,7,44,19,107,99
23,Capital,001,0009 ,0234,275,348,0,4,50,17,128,80
23,Capital,001,0009 ,0235,285,348,5,4,59,16,107,98
23,Capital,001,0009 ,0236,257,347,1,7,54,10,109,83
23,Capital,001,0009 ,0237,276,348,0,5,48,26,118,84
23,Capital,001,0009 ,0238,270,348,2,6,54,22,107,85
23,Capital,001,0009 ,0239,280,348,4,0,40,19,128,89
23,Capital,001,0009 ,0240,276,348,4,3,39,17,121,95
23,Capital,001,0009 ,0241,273,348,4,5,44,17,122,86
23,Capital,001,0009 ,0242,287,347,3,1,61,12,113,98
23,Capital,001,0009 ,0243,290,347,1,5,55,27,121,86
23,Capital,001,0009A,0244,258,342,4,6,49,8,97,100
23,Capital,001,0009A,0245,283,341,1,5,43,11,133,95
23,Capital,001,0009A,0246,278,341,2,6,47,6,124,99
23,Capital,001,0009A,0247,268,341,0,2,48,20,119,81
23,Capital,001,0009A,0248,241,341,1,4,46,12,115,67
23,Capital,001,0009A,0249,273,341,1,3,59,13,109,91
23,Capital,001,0009A,0250,251,341,2,6,52,13,102,82
23,Capital,001,0009A,0251,251,341,3,10,54,17,89,88
23,Capital,001,0009A,0252,254,342,1,2,55,15,96,87
23,Capital,001,0009A,0253,265,341,1,5,44,20,135,65
23,Capital,001,0009A,0254,250,341,1,0,40,22,109,78
23,Capital,001,0009A,0255,267,341,1,5,41,19,99,107
23,Capital,001,0009A,0256,259,341,1,1,51,25,98,84
23,Capital,001,0009A,0257,262,341,1,5,48,12,119,82
23,Capital,001,0009A,0258,278,341,3,8,67,12,87,109
23,Capital,001,0009A,0259,273,341,4,4,56,14,115,84
23,Capital,001,0009A,0260,267,341,4,7,50,20,103,90
23,Capital,001,0009A,0261,269,341,1,4,41,22,145,60
23,Capital,001,0009A,0262,285,341,1,4,45,12,132,95
23,Capital,001,0009A,0263,278,341,1,6,71,10,124,72
23,Capital,001,0009A,0264,264,341,1,4,50,11,102,100
23,Capital,001,0009A,0265,271,341,2,4,50,15,122,82
23,Capital,001,0009A,0266,281,341,1,3,51,20,123,86
23,Capital,001,0009A,0267,268,341,0,3,61,9,103,95
23,Capital,001,0009A,0268,267,341,2,1,49,11,122,83
23,Capital,001,0009A,0269,271,341,1,6,64,14,108,84
23,Capital,001,0009A,0270,260,341,0,10,51,14,122,73
23,Capital,001,0009A,0271,260,340,0,6,45,5,115,95
23,Capital,001,0009A,0272,260,340,3,5,43,18,108,88
23,Capital,001,0009A,0273,260,340,0,6,57,12,112,79
23,Capital,001,0009A,0274,272,340,0,2,47,30,108,87
23,Capital,001,0010 ,0275,276,344,1,1,57,13,81,124
23,Capital,001,0010 ,0276,268,344,1,4,64,14,88,101
23,Capital,001,0010 ,0277,257,344,4,2,57,9,101,86
23,Capital,001,0010 ,0278,266,344,2,5,68,10,72,114
23,Capital,001,0010 ,0279,266,344,0,3,58,10,93,105
23,Capital,001,0010 ,0280,279,344,0,4,62,8,95,114
23,Capital,001,0010 ,0281,274,344,1,8,85,16,80,92
23,Capital,001,0010 ,0282,269,344,0,5,69,12,88,100
23,Capital,001,0010 ,0283,271,344,0,2,69,12,87,103
23,Capital,001,0010 ,0284,260,344,1,4,69,11,85,94
23,Capital,001,0010 ,0285,264,344,2,4,61,19,99,83
23,Capital,001,0010 ,0286,261,344,1,4,66,12,64,118
23,Capital,001,0010 ,0287,262,344,0,3,60,21,82,99
23,Capital,001,0010 ,0288,261,344,1,2,70,13,79,98
23,Capital,001,0010 ,0289,270,344,0,1,66,16,94,94
23,Capital,001,0010 ,0290,254,344,0,5,57,11,83,103
23,Capital,001,0010 ,0291,282,344,2,1,71,24,83,102
23,Capital,001,0010 ,0292,273,344,1,2,54,17,89,112
23,Capital,001,0010 ,0293,272,344,1,2,79,12,88,92
23,Capital,001,0010 ,0294,276,344,1,2,55,6,97,117
23,Capital,001,0010 ,0295,274,344,3,6,70,16,82,103
23,Capital,001,0010 ,0296,278,344,3,3,61,7,113,94
23,Capital,001,0010 ,0297,268,344,1,3,54,13,87,113
23,Capital,001,0010 ,0298,283,344,0,5,63,13,92,115
23,Capital,001,0010 ,0299,268,344,3,5,46,12,89,118
23,Capital,001,0010 ,0300,260,344,1,5,61,16,76,106
23,Capital,001,0010 ,0301,275,344,0,4,63,19,76,117
23,Capital,001,0010 ,0302,276,344,0,3,76,7,70,123
23,Capital,001,0010 ,0303,278,344,2,5,60,20,97,99
23,Capital,001,0010 ,0304,267,344,1,2,53,16,74,123
23,Capital,001,0010 ,0305,273,344,4,4,57,10,88,114
23,Capital,001,0010 ,0306,272,344,0,5,51,6,106,109
23,Capital,001,0010 ,0307,263,344,0,4,50,11,80,122
23,Capital,001,0010 ,0308,274,344,3,2,70,14,89,98
23,Capital,001,0010A,0309,269,345,2,7,75,7,66,119
23,Capital,001,0010A,0310,278,345,2,6,80,5,62,129
23,Capital,001,0010A,0311,280,345,1,3,55,18,60,146
23,Capital,001,0010A,0312,273,345,3,2,68,10,73,119
23,Capital,001,0010A,0313,278,345,6,4,62,19,68,123
23,Capital,001,0010A,0314,271,345,2,8,80,19,43,127
23,Capital,001,0010A,0315,271,345,1,7,65,10,64,131
23,Capital,001,0010A,0316,274,345,1,5,75,10,59,129
23,Capital,001,0010A,0317,268,345,2,6,89,11,57,109
23,Capital,001,0010A,0318,289,345,0,4,69,17,63,140
23,Capital,001,0010A,0319,279,345,1,9,54,9,61,154
23,Capital,001,0010A,0320,295,345,2,2,64,5,73,151
23,Capital,001,0010A,0321,247,344,2,7,69,8,69,99
23,Capital,001,0010A,0322,270,344,1,7,72,8,67,122
23,Capital,001,0010A,0323,285,344,3,5,72,9,81,120
23,Capital,001,0010A,0324,269,344,2,4,65,19,59,124
23,Capital,001,0010A,0325,287,344,0,4,76,8,69,134
23,Capital,001,0010A,0326,276,344,2,5,58,8,76,132
23,Capital,001,0010A,0327,275,344,2,6,90,6,53,124
23,Capital,001,0010A,0328,278,344,0,7,86,10,57,125
23,Capital,001,0010A,0329,281,344,1,4,86,13,63,118
23,Capital,001,0010A,0330,278,344,2,5,68,9,68,131
23,Capital,001,0010A,0331,273,344,2,4,59,7,62,143
23,Capital,001,0010A,0332,282,344,1,7,71,15,82,113
23,Capital,001,0010A,0333,275,344,0,2,75,15,49,136
23,Capital,001,0010A,0334,290,344,2,3,54,12,75,147
23,Capital,001,0010A,0335,293,344,4,2,68,10,72,139
23,Capital,001,0010A,0336,291,344,2,2,75,14,67,133
23,Capital,001,0010A,0337,279,344,0,5,71,15,60,133
23,Capital,001,0010A,0338,283,344,1,3,80,5,63,134
23,Capital,001,0010A,0339,282,344,3,4,79,9,62,129
23,Capital,001,0010A,0340,293,344,1,6,71,9,58,154
23,Capital,001,0010A,0341,267,344,2,5,79,13,47,126
23,Capital,001,0010A,0342,274,344,4,1,59,11,86,114
23,Capital,001,0010A,0343,275,344,0,4,63,11,82,119
23,Capital,001,0010A,0344,289,344,2,4,61,15,61,150
23,Capital,001,0010A,0345,284,344,0,4,78,14,70,122
23,Capital,001,0010A,0346,284,344,0,5,61,16,68,139
23,Capital,001,0010A,0347,269,344,3,1,70,10,66,120
23,Capital,001,0010A,0348,266,344,0,3,52,16,66,132
23,Capital,001,0010A,0349,282,344,1,1,64,17,69,131
23,Capital,001,0010A,0350,284,344,2,3,75,9,56,142
23,Capital,001,0010A,0351,277,344,1,9,73,18,59,126
23,Capital,001,0010A,0352,283,344,1,2,68,12,52,150
23,Capital,001,0010A,0353,265,344,0,19,56,8,66,135
23,Capital,001,0010A,0354,286,344,1,3,71,13,56,145
23,Capital,001,0010A,0355,275,344,2,3,52,10,49,162
23,Capital,001,0010A,0356,285,344,3,2,65,16,63,138
23,Capital,001,0010A,0357,279,344,1,3,71,11,78,118
23,Capital,001,0010A,0358,279,344,0,3,87,7,67,118
23,Capital,001,0010A,0359,280,344,2,5,77,14,69,118
23,Capital,001,0010A,0360,294,344,2,6,59,10,83,140
23,Capital,001,0010A,0361,280,344,1,4,68,16,59,136
23,Capital,001,0010A,0362,276,344,3,2,68,9,61,135
23,Capital,001,0010A,0363,279,344,3,3,79,12,58,127
23,Capital,001,0010A,0364,283,344,3,2,75,10,53,142
23,Capital,001,0010A,0365,275,344,0,6,48,11,89,127
23,Capital,001,0010A,0366,273,344,1,2,69,9,76,118
23,Capital,001,0011 ,0367,222,303,2,4,27,23,133,37
23,Capital,001,0011 ,0368,236,303,4,2,28,21,144,39
23,Capital,001,0011 ,0369,232,302,3,6,25,20,144,40
23,Capital,001,0011 ,0370,241,302,2,1,29,17,138,55
23,Capital,001,0011 ,0371,245,302,4,2,33,20,155,33
23,Capital,001,0011 ,0372,219,302,1,1,22,24,133,39
23,Capital,001,0011 ,0373,231,302,1,4,27,32,140,31
23,Capital,001,0011A,0374,293,340,0,3,59,11,95,128
23,Capital,001,0011A,0375,280,340,1,2,51,10,87,131
23,Capital,001,0011A,0376,279,340,2,7,51,11,95,120
23,Capital,001,0011A,0377,280,340,5,2,59,19,98,99
23,Capital,001,0011A,0378,281,340,0,5,55,10,110,106
23,Capital,001,0011A,0379,275,340,1,2,58,10,74,132
23,Capital,001,0011A,0380,269,340,6,1,60,14,65,124
23,Capital,001,0011A,0381,266,340,2,1,61,18,72,113
23,Capital,001,0011A,0382,277,340,1,3,49,15,80,132
23,Capital,001,0011A,0383,267,339,0,0,49,15,74,129
23,Capital,001,0011A,0384,282,339,2,4,71,19,89,101
23,Capital,001,0011A,0385,274,339,0,1,60,7,100,107
23,Capital,001,0011A,0386,267,339,1,1,40,10,85,131
23,Capital,001,0011A,0387,270,339,2,4,66,11,84,107
23,Capital,001,0011A,0388,275,339,2,3,46,27,83,117
23,Capital,001,0011A,0389,282,339,1,1,43,19,93,126
23,Capital,001,0011A,0390,267,339,4,2,51,16,91,105
23,Capital,001,0011A,0391,257,339,3,5,44,13,69,128
23,Capital,001,0011A,0392,278,339,3,1,56,15,100,104
23,Capital,001,0011A,0393,280,339,0,1,73,15,79,113
23,Capital,001,0011A,0394,266,339,2,6,53,7,79,125
23,Capital,001,0011A,0395,275,339,2,2,61,14,86,112
23,Capital,001,0011A,0396,276,339,3,1,61,10,82,120
23,Capital,001,0011A,0397,274,339,1,4,41,9,97,126
23,Capital,001,0011A,0398,284,339,1,3,64,14,86,119
23,Capital,001,0011A,0399,261,339,1,4,42,7,86,125
23,Capital,001,0012 ,0400,264,349,2,6,40,25,140,57
23,Capital,001,0012 ,0401,277,348,1,3,44,26,139,67
23,Capital,001,0012 ,0402,269,348,1,5,51,20,140,57
23,Capital,001,0012 ,0403,260,348,2,5,33,11,143,71
23,Capital,001,0012 ,0404,255,348,4,5,53,20,119,59
23,Capital,001,0012 ,0405,265,348,3,7,39,21,142,60
23,Capital,001,0012 ,0406,266,348,2,4,34,22,148,60
23,Capital,001,0012 ,0407,275,348,2,1,39,28,141,65
23,Capital,001,0012 ,0408,251,348,2,6,43,26,116,64
23,Capital,001,0012 ,0409,271,348,8,3,38,26,140,59
23,Capital,001,0012 ,0410,290,348,3,4,45,28,156,58
23,Capital,001,0012 ,0411,249,348,4,2,43,27,120,55
23,Capital,001,0012 ,0412,277,348,2,2,41,23,145,66
23,Capital,001,0012 ,0413,252,348,1,2,48,23,121,59
23,Capital,001,0012 ,0414,272,348,1,4,52,28,136,55
23,Capital,001,0012 ,0415,282,348,5,4,59,19,153,46
23,Capital,001,0012 ,0416,260,348,3,5,37,16,136,68
23,Capital,001,0012 ,0417,277,348,0,5,49,21,143,64
23,Capital,001,0012 ,0418,269,348,1,3,48,30,135,55
23,Capital,001,0012 ,0419,288,348,1,3,46,38,148,55
23,Capital,001,0012 ,0420,265,348,1,2,53,22,143,46
23,Capital,001,0012 ,0421,265,347,6,2,35,22,158,44
23,Capital,001,0012 ,0422,262,347,1,14,58,25,135,43
23,Capital,001,0012 ,0423,258,347,2,6,35,27,134,60
23,Capital,001,0012 ,0424,266,347,2,9,56,19,126,63
23,Capital,001,0012 ,0425,262,347,1,8,54,31,137,39
23,Capital,001,0012 ,0426,272,347,2,9,39,25,148,58
23,Capital,001,0012 ,0427,268,347,4,5,42,28,129,65
23,Capital,001,0012 ,0428,263,347,0,2,47,18,136,62
23,Capital,001,0012 ,0429,275,347,2,6,48,24,143,58
23,Capital,001,0012 ,0430,255,347,4,5,36,19,121,75
23,Capital,001,0012 ,0431,264,347,2,1,40,23,158,41
23,Capital,001,0012 ,0432,262,347,3,3,40,22,140,57
23,Capital,001,0012 ,0433,254,347,2,4,36,33,137,46
23,Capital,001,0012A,0434,270,338,4,2,66,23,98,79
23,Capital,001,0012A,0435,261,338,1,2,64,10,98,88
23,Capital,001,0012A,0436,267,338,2,5,73,11,108,73
23,Capital,001,0012A,0437,272,338,1,7,82,11,93,85
23,Capital,001,0012A,0438,253,338,0,5,63,12,99,79
23,Capital,001,0012A,0439,260,338,2,8,65,15,91,87
23,Capital,001,0012A,0440,258,338,0,2,55,18,103,82
23,Capital,001,0012A,0441,262,339,4,2,63,22,92,81
23,Capital,001,0012A,0442,259,338,4,4,63,16,94,82
