codprov,depto,coddepto,circuito,mesa,validos,electores,blancos,nulos,fr,fit,cmb,pj
23,Chicligasta,005,0065 ,1844,254,318,4,2,10,4,43,193
23,Chicligasta,005,0065 ,1845,234,318,1,5,15,6,43,169
23,Chicligasta,005,0065 ,1846,255,317,6,5,16,10,57,166
23,Chicligasta,005,0066 ,1847,225,294,1,1,21,2,33,168
23,Chicligasta,005,0066 ,1848,228,293,1,1,23,3,30,171
23,Chicligasta,005,0066 ,1849,214,293,0,2,21,0,33,160
23,Chicligasta,005,0067 ,1850,268,327,2,1,21,1,77,167
23,Chicligasta,005,0067 ,1851,284,326,0,4,21,3,45,215
23,Chicligasta,005,0067 ,1852,275,326,2,3,13,6,50,204
23,Chicligasta,005,0067 ,1853,265,326,1,1,20,3,44,197
23,Chicligasta,005,0067 ,1854,260,326,2,2,23,5,48,182
23,Chicligasta,005,0067 ,1855,274,326,1,3,20,2,56,195
23,Chicligasta,005,0067 ,1856,271,326,3,0,31,5,38,194
23,Chicligasta,005,0067 ,1857,257,326,0,1,25,3,41,188
23,Chicligasta,005,0067 ,1858,255,326,2,0,21,6,47,179
23,Chicligasta,005,0067 ,1859,249,327,0,2,23,3,33,190
23,Chicligasta,005,0067 ,1860,286,326,3,3,38,6,51,188
23,Chicligasta,005,0068 ,1861,268,337,0,2,26,8,73,161
23,Chicligasta,005,0068 ,1862,259,336,1,11,18,6,59,175
23,Chicligasta,005,0069 ,1863,245,307,1,3,33,6,29,176
23,Chicligasta,005,0069 ,1864,253,307,1,2,47,7,26,172
23,Chicligasta,005,0069 ,1865,255,307,2,2,14,3,46,190
23,Chicligasta,005,0069 ,1866,263,307,2,1,31,9,46,175
23,Chicligasta,005,0069 ,1867,240,307,1,3,31,6,47,155
23,Chicligasta,005,0069 ,1868,243,307,2,2,39,6,38,158
23,Chicligasta,005,0069 ,1869,250,306,1,6,32,5,50,162
23,Chicligasta,005,0070 ,1870,258,336,0,7,19,10,67,162
23,Chicligasta,005,0070 ,1871,266,336,0,5,27,7,54,178
23,Chicligasta,005,0070 ,1872,268,336,1,2,23,5,69,170
23,Chicligasta,005,0070 ,1873,280,335,3,4,29,13,77,158
23,Chicligasta,005,0070 ,1874,261,335,0,0,24,8,73,156
23,Chicligasta,005,0070 ,1875,282,335,2,2,19,8,76,177
23,Chicligasta,005,0070 ,1876,273,336,0,1,28,10,72,163
23,Chicligasta,005,0070 ,1877,279,335,0,0,18,17,79,165
23,Chicligasta,005,0070 ,1878,276,335,5,4,24,17,62,168
23,Chicligasta,005,0070 ,1879,276,335,0,3,24,8,81,163
23,Chicligasta,005,0070 ,1880,272,335,0,2,18,9,74,171
23,Chicligasta,005,0070 ,1881,262,335,4,7,31,6,42,179
23,Chicligasta,005,0070 ,1882,277,335,0,5,32,11,66,168
23,Chicligasta,005,0070 ,1883,275,335,4,4,24,9,70,168
23,Chicligasta,005,0071 ,1884,254,332,0,4,7,2,36,209
23,Chicligasta,005,0071 ,1885,262,332,2,3,17,0,24,219
23,Chicligasta,005,0071 ,1886,258,332,5,0,22,3,46,182
23,Chicligasta,005,0071 ,1887,261,332,4,0,25,6,39,187
23,Chicligasta,005,0071 ,1888,277,332,2,0,17,3,55,200
23,Chicligasta,005,0071 ,1889,266,331,3,0,9,9,42,203
23,Chicligasta,005,0071 ,1890,252,331,3,0,13,5,40,191
23,Chicligasta,005,0071 ,1891,265,331,1,0,15,3,52,194
23,Río Chico,006,0072 ,1892,288,348,3,6,24,11,96,154
23,Río Chico,006,0072 ,1893,273,348,4,1,29,17,73,150
23,Río Chico,006,0072 ,1894,286,348,1,0,21,4,78,182
23,Río Chico,006,0072 ,1895,284,348,1,1,19,8,85,171
23,Río Chico,006,0072 ,1896,274,348,3,4,28,11,103,129
23,Río Chico,006,0072 ,1897,268,348,2,4,23,8,80,155
23,Río Chico,006,0072 ,1898,296,348,0,5,22,9,106,159
23,Río Chico,006,0072 ,1899,275,348,0,4,13,9,89,164
23,Río Chico,006,0072 ,1900,282,348,2,3,17,11,55,197
23,Río Chico,006,0072 ,1901,279,347,0,4,21,8,75,175
23,Río Chico,006,0072 ,1902,278,348,3,1,22,9,85,159
23,Río Chico,006,0072 ,1903,273,347,2,3,34,7,97,133
23,Río Chico,006,0072 ,1904,271,347,1,3,15,8,106,141
23,Río Chico,006,0072 ,1905,276,347,3,3,21,10,90,152
23,Río Chico,006,0072 ,1906,337,347,1,2,34,14,90,198
23,Río Chico,006,0072 ,1907,282,347,2,3,23,10,69,178
23,Río Chico,006,0072 ,1908,284,347,0,4,22,11,82,169
23,Río Chico,006,0072 ,1909,279,347,0,2,23,12,78,166
23,Río Chico,006,0072 ,1910,279,347,2,4,19,13,77,168
23,Río Chico,006,0072 ,1911,270,347,1,12,26,13,82,148
23,Río Chico,006,0072 ,1912,289,347,3,0,20,15,106,145
23,Río Chico,006,0072 ,1913,290,347,3,1,24,13,92,158
23,Río Chico,006,0072 ,1914,282,347,1,1,12,10,75,184
23,Río Chico,006,0072 ,1915,288,347,1,0,32,12,59,184
23,Río Chico,006,0072 ,1916,286,347,1,4,31,13,59,182
23,Río Chico,006,0072 ,1917,273,347,2,1,28,13,73,157
23,Río Chico,006,0072 ,1918,284,347,3,1,26,12,101,142
23,Río Chico,006,0072 ,1919,290,347,3,1,21,12,95,159
23,Río Chico,006,0072 ,1920,265,347,2,7,16,9,72,166
23,Río Chico,006,0072 ,1921,291,347,2,0,22,11,83,173
23,Río Chico,006,0072 ,1922,290,347,2,1,25,6,97,160
23,Río Chico,006,0072 ,1923,293,347,2,0,18,9,105,159
23,Río Chico,006,0072 ,1924,290,347,4,3,30,9,77,170
23,Río Chico,006,0072 ,1925,281,347,4,2,18,10,74,175
23,Río Chico,006,0072 ,1926,287,347,0,4,23,11,79,174
23,Río Chico,006,0072 ,1927,290,347,1,2,27,5,88,169
23,Río Chico,006,0072 ,1928,275,347,1,0,23,12,85,154
23,Río Chico,006,0072 ,1929,291,347,1,9,33,11,87,159
23,Río Chico,006,0072 ,1930,286,347,0,1,37,11,69,169
23,Río Chico,006,0072 ,1931,287,347,4,2,34,6,95,148
23,Río Chico,006,0072 ,1932,273,346,2,3,24,11,75,161
23,Río Chico,006,0072 ,1933,284,347,3,2,25,14,83,159
23,Río Chico,006,0072 ,1934,272,347,4,5,29,9,78,152
23,Río Chico,006,0072 ,1935,278,347,2,4,20,8,85,163
23,Río Chico,006,0072 ,1936,272,347,1,5,26,15,63,167
23,Río Chico,006,0072 ,1937,287,347,1,4,15,9,97,165
23,Río Chico,006,0072 ,1938,280,347,5,6,25,14,92,144
23,Río Chico,006,0072 ,1939,278,347,0,4,22,10,76,170
23,Río Chico,006,0072 ,1940,285,348,2,4,21,12,90,160
23,Río Chico,006,0072 ,1941,288,347,0,1,21,12,73,182
23,Río Chico,006,0072 ,1942,291,347,1,3,23,8,93,166
23,Río Chico,006,0072 ,1943,290,347,3,4,25,9,73,180
23,Río Chico,006,0072 ,1944,277,347,2,4,16,16,91,152
23,Río Chico,006,0072 ,1945,289,347,0,2,23,7,75,184
23,Río Chico,006,0072 ,1946,276,347,1,2,25,10,87,153
23,Río Chico,006,0072 ,1947,282,347,1,1,30,15,97,139
23,Río Chico,006,0072 ,1948,284,347,1,5,25,11,104,143
23,Río Chico,006,0072 ,1949,267,347,2,4,24,12,62,167
23,Río Chico,006,0072 ,1950,291,347,2,1,30,18,93,148
23,Río Chico,006,0072 ,1951,274,347,1,2,38,9,61,165
23,Río Chico,006,0072 ,1952,270,347,4,6,41,8,69,148
23,Río Chico,006,0072 ,1953,270,347,0,2,29,2,92,147
23,Río Chico,006,0072 ,1954,276,347,0,5,22,5,82,167
23,Río Chico,006,0072 ,1955,285,347,3,3,32,12,88,150
23,Río Chico,006,0072 ,1956,304,347,0,1,35,9,80,180
23,Río Chico,006,0072 ,1957,291,347,3,5,27,7,82,172
23,Río Chico,006,0072 ,1958,286,347,1,2,25,12,99,149
23,Río Chico,006,0072 ,1959,296,347,1,1,27,11,91,166
23,Río Chico,006,0072 ,1960,289,347,4,0,20,7,98,160
23,Río Chico,006,0072 ,1961,266,347,1,3,21,15,84,145
23,Río Chico,006,0072 ,1962,292,347,1,5,25,13,50,203
23,Río Chico,006,0072 ,1963,296,347,4,1,25,7,82,178
23,Río Chico,006,0072 ,1964,281,347,1,3,27,12,84,157
23,Río Chico,006,0072 ,1965,288,347,5,0,29,7,88,159
23,Río Chico,006,0072 ,1966,292,347,2,4,24,10,88,168
23,Río Chico,006,0072 ,1967,279,347,4,1,23,11,63,178
23,Río Chico,006,0072 ,1968,292,347,4,4,29,11,109,139
23,Río Chico,006,0072 ,1969,276,347,1,3,41,11,68,155
23,Río Chico,006,0072 ,1970,290,347,2,2,25,14,101,148
23,Río Chico,006,0072 ,1971,304,347,1,1,31,18,93,161
23,Río Chico,006,0073 ,1972,271,330,0,5,25,7,56,183
23,Río Chico,006,0073 ,1973,267,330,3,5,27,6,38,193
23,Río Chico,006,0073 ,1974,267,330,1,0,18,8,50,190
23,Río Chico,006,0073 ,1975,263,330,2,1,18,6,59,178
23,Río Chico,006,0073 ,1976,280,329,2,1,31,3,74,170
23,Río Chico,006,0074 ,1977,246,300,4,10,11,8,28,195
23,Río Chico,006,0074 ,1978,256,300,0,4,12,9,26,209
23,Río Chico,006,0074 ,1979,257,300,3,4,9,6,23,216
23,Río Chico,006,0074 ,1980,262,300,4,5,14,6,24,214
23,Río Chico,006,0075 ,1981,286,343,0,1,27,7,61,191
23,Río Chico,006,0075 ,1982,274,343,2,7,16,4,84,168
23,Río Chico,006,0075 ,1983,279,342,1,0,13,6,55,204
23,Río Chico,006,0075 ,1984,269,342,2,1,24,8,66,169
23,Río Chico,006,0075 ,1985,275,342,2,4,35,8,70,160
23,Río Chico,006,0075 ,1986,272,342,0,4,29,9,58,176
23,Río Chico,006,0075 ,1987,284,342,1,2,17,5,59,202
23,Río Chico,006,0075 ,1988,276,342,3,1,19,2,63,189
23,Río Chico,006,0075 ,1989,274,342,1,1,20,5,56,192
23,Río Chico,006,0075 ,1990,291,342,1,2,20,9,92,169
23,Río Chico,006,0075 ,1991,270,342,3,5,21,4,58,184
23,Río Chico,006,0075 ,1992,280,342,2,2,19,7,114,138
23,Río Chico,006,0075 ,1993,283,342,1,5,17,4,80,181
23,Río Chico,006,0076 ,1994,228,266,3,3,7,4,48,166
23,Río Chico,006,0076 ,1995,223,265,2,3,6,2,49,164
23,Río Chico,006,0076 ,1996,217,265,0,2,5,3,38,171
23,Río Chico,006,0077 ,1997,303,350,3,4,24,14,31,231
23,Río Chico,006,0077 ,1998,309,350,2,2,10,0,43,254
23,Río Chico,006,0077 ,1999,286,350,0,1,9,11,25,241
23,Río Chico,006,0077 ,2000,293,350,1,3,13,5,32,242
23,Río Chico,006,0077 ,2001,308,350,0,3,9,7,42,250
23,Río Chico,006,0077 ,2002,301,350,0,0,2,2,5,292
23,Río Chico,006,0077 ,2003,301,350,1,0,2,1,21,276
23,Río Chico,006,0077 ,2004,308,350,0,0,1,1,14,292
23,Río Chico,006,0077 ,2005,317,349,2,0,1,2,5,307
23,Río Chico,006,0077 ,2006,286,349,0,0,10,10,16,250
23,Río Chico,006,0077 ,2007,287,349,3,1,6,9,20,249
23,Río Chico,006,0077 ,2008,291,349,2,2,17,4,22,246
23,Río Chico,006,0077 ,2009,288,349,3,0,15,6,57,207
23,Río Chico,006,0077 ,2010,297,349,2,0,16,0,13,266
23,Río Chico,006,0077 ,2011,327,349,13,1,12,3,40,259
23,Río Chico,006,0077 ,2012,286,349,0,2,7,12,38,229
23,Río Chico,006,0077 ,2013,327,349,0,0,2,1,26,298
23,Río Chico,006,0077 ,2014,295,349,1,0,17,9,36,232
23,Río Chico,006,0077 ,2015,294,349,3,1,20,5,38,228
23,Río Chico,006,0077 ,2016,319,349,0,0,2,1,55,261
23,Río Chico,006,0077 ,2017,297,349,0,0,22,11,30,234
23,Río Chico,006,0077 ,2018,304,349,0,0,19,8,51,226
23,Río Chico,006,0077 ,2019,297,349,3,0,13,5,47,229
23,Río Chico,006,0077 ,2020,300,349,3,3,16,8,40,233
23,Río Chico,006,0077 ,2021,285,349,9,1,16,1,42,217
23,Río Chico,006,0077 ,2022,295,349,0,0,14,13,45,223
23,Río Chico,006,0078 ,2023,242,301,0,1,13,11,31,187
23,Río Chico,006,0078 ,2024,253,301,0,0,12,5,24,212
23,Río Chico,006,0078 ,2025,253,301,1,2,9,7,30,206
23,Río Chico,006,0078 ,2026,253,301,1,4,19,3,37,193
23,Río Chico,006,0078 ,2027,233,300,3,0,17,7,24,182
23,Río Chico,006,0078 ,2028,242,300,0,0,13,8,25,196
23,Río Chico,006,0079 ,2029,231,272,0,1,11,4,52,164
23,Río Chico,006,0079 ,2030,229,271,1,2,9,1,25,193
23,Río Chico,006,0079 ,2031,216,271,0,1,13,3,27,173
23,Río Chico,006,0079 ,2032,226,271,2,1,14,6,24,180
23,Alberdi,007,0080 ,2033,293,345,3,3,15,7,97,171
23,Alberdi,007,0080 ,2034,287,345,0,5,29,7,68,183
23,Alberdi,007,0080 ,2035,295,345,2,0,23,8,93,169
23,Alberdi,007,0080 ,2036,282,345,2,5,19,6,96,159
23,Alberdi,007,0080 ,2037,273,345,3,0,41,9,78,142
23,Alberdi,007,0080 ,2038,283,345,3,2,25,10,90,155
23,Alberdi,007,0080 ,2039,278,345,1,3,23,10,76,168
23,Alberdi,007,0080 ,2040,288,345,4,1,18,6,98,162
23,Alberdi,007,0080 ,2041,280,345,1,7,26,9,73,171
23,Alberdi,007,0080 ,2042,264,345,0,3,18,7,89,150
23,Alberdi,007,0080 ,2043,290,345,2,2,23,4,96,165
23,Alberdi,007,0080 ,2044,260,345,0,8,24,7,98,131
23,Alberdi,007,0080 ,2045,287,345,1,1,37,10,77,162
23,Alberdi,007,0080 ,2046,270,345,2,3,21,9,80,158
23,Alberdi,007,0080 ,2047,269,345,2,2,8,10,67,182
23,Alberdi,007,0080 ,2048,281,345,1,5,9,14,105,152
23,Alberdi,007,0080 ,2049,275,345,6,4,13,3,99,154
23,Alberdi,007,0080 ,2050,287,345,1,2,21,6,57,202
23,Alberdi,007,0080 ,2051,283,345,0,4,12,2,101,168
23,Alberdi,007,0080 ,2052,295,345,1,2,26,11,125,132
23,Alberdi,007,0080 ,2053,275,345,3,2,15,9,80,168
23,Alberdi,007,0080 ,2054,277,345,2,5,17,8,94,156
23,Alberdi,007,0080 ,2055,283,345,1,7,31,8,77,166
23,Alberdi,007,0080 ,2056,286,345,2,0,15,4,123,142
23,Alberdi,007,0080 ,2057,278,345,0,0,16,11,125,126
23,Alberdi,007,0080 ,2058,276,345,0,3,25,13,94,144
23,Alberdi,007,0080 ,2059,272,345,0,5,28,7,109,128
23,Alberdi,007,0080 ,2060,275,345,4,1,23,7,80,161
23,Alberdi,007,0080 ,2061,292,345,2,4,21,10,78,181
23,Alberdi,007,0080 ,2062,272,345,3,2,25,6,124,114
23,Alberdi,007,0080 ,2063,280,345,1,3,26,14,106,133
23,Alberdi,007,0080 ,2064,299,345,3,2,30,5,100,161
23,Alberdi,007,0080 ,2065,284,345,4,2,21,9,106,144
23,Alberdi,007,0080 ,2066,278,345,2,7,15,13,96,152
23,Alberdi,007,0080 ,2067,269,345,0,1,22,8,76,163
23,Alberdi,007,0080 ,2068,287,344,0,3,19,17,71,180
23,Alberdi,007,0080 ,2069,273,344,3,3,27,10,75,158
23,Alberdi,007,0080 ,2070,290,344,7,0,15,4,107,157
23,Alberdi,007,0080 ,2071,286,344,1,0,24,5,93,163
23,Alberdi,007,0080 ,2072,274,344,5,8,21,7,81,160
23,Alberdi,007,0080 ,2073,286,344,1,2,23,10,69,183
23,Alberdi,007,0080 ,2074,278,344,1,4,28,10,102,137
23,Alberdi,007,0080 ,2075,279,344,1,3,25,11,70,172
23,Alberdi,007,0080 ,2076,271,344,0,3,26,8,99,138
23,Alberdi,007,0080 ,2077,279,344,1,3,19,9,96,154
23,Alberdi,007,0080 ,2078,275,344,2,3,19,6,127,121
23,Alberdi,007,0080 ,2079,281,344,0,1,21,2,62,196
23,Alberdi,007,0080 ,2080,280,344,2,3,23,8,96,151
23,Alberdi,007,0080 ,2081,276,344,0,4,13,8,62,193
23,Alberdi,007,0080 ,2082,292,344,2,2,37,7,100,146
23,Alberdi,007,0080 ,2083,272,344,2,4,17,8,79,166
23,Alberdi,007,0080 ,2084,263,344,2,8,20,7,96,138
23,Alberdi,007,0080 ,2085,272,344,1,2,20,5,76,170
23,Alberdi,007,0080 ,2086,263,344,3,10,24,5,98,133
23,Alberdi,007,0080 ,2087,280,344,5,4,27,10,87,151
23,Alberdi,007,0080 ,2088,276,344,0,4,16,7,74,179
23,Alberdi,007,0080 ,2089,269,344,2,6,24,9,83,151
23,Alberdi,007,0080 ,2090,290,344,3,3,22,8,79,178
23,Alberdi,007,0080 ,2091,285,344,1,2,17,8,111,148
23,Alberdi,007,0080 ,2092,276,344,1,7,18,8,74,175
23,Alberdi,007,0081 ,2093,288,350,1,0,22,8,33,224
23,Alberdi,007,0081 ,2094,289,350,0,0,13,4,27,245
23,Alberdi,007,0082 ,2095,261,315,0,0,11,9,45,196
23,Alberdi,007,0082 ,2096,258,314,0,2,14,4,32,208
23,Alberdi,007,0082 ,2097,259,314,2,0,18,4,42,193
23,Alberdi,007,0082 ,2098,264,314,2,1,16,5,35,206
23,Alberdi,007,0082 ,2099,265,314,1,1,21,7,42,194
23,Alberdi,007,0082 ,2100,255,314,0,1,15,4,39,197
23,Alberdi,007,0082 ,2101,254,314,0,2,16,9,28,201
23,Alberdi,007,0082 ,2102,262,314,2,5,19,5,31,205
23,Alberdi,007,0083 ,2103,229,286,2,2,9,2,44,172
23,Alberdi,007,0083 ,2104,235,285,1,0,7,1,45,181
23,Alberdi,007,0084 ,2105,171,209,0,1,11,3,35,122
23,Alberdi,007,0084 ,2106,167,208,0,0,12,4,36,115
23,La Cocha,008,0085 ,2107,265,323,1,1,20,6,65,173
23,La Cocha,008,0085 ,2108,267,323,2,0,21,6,64,174
23,La Cocha,008,0086 ,2109,232,259,0,1,18,6,74,134
23,La Cocha,008,0086 ,2110,215,259,1,0,11,7,62,134
23,La Cocha,008,0086 ,2111,221,259,0,1,12,1,79,129
23,La Cocha,008,0087 ,2112,220,281,2,1,12,6,46,154
23,La Cocha,008,0087 ,2113,224,281,2,5,18,11,47,146
23,La Cocha,008,0087 ,2114,227,280,2,1,12,0,31,182
23,La Cocha,008,0087 ,2115,224,280,1,2,20,4,43,156
23,La Cocha,008,0088 ,2116,265,317,6,1,12,4,52,191
23,La Cocha,008,0088 ,2117,260,317,1,2,6,13,41,199
23,La Cocha,008,0088 ,2118,266,317,1,3,10,4,41,210
23,La Cocha,008,0088 ,2119,261,317,0,5,12,11,63,175
23,La Cocha,008,0088 ,2120,266,317,1,1,22,7,65,171
23,La Cocha,008,0089 ,2121,240,294,2,3,14,7,74,143
23,La Cocha,008,0089 ,2122,241,294,0,3,8,8,79,146
23,La Cocha,008,0089 ,2123,237,293,2,0,14,2,56,163
23,La Cocha,008,0089 ,2124,245,293,2,0,21,4,59,159
23,La Cocha,008,0090 ,2125,242,285,1,2,28,10,58,145
23,La Cocha,008,0090 ,2126,238,285,1,0,16,10,47,164
23,La Cocha,008,0090 ,2127,232,285,1,0,14,6,53,158
23,La Cocha,008,0090 ,2128,223,285,0,1,15,7,45,156
23,La Cocha,008,0090 ,2129,242,285,0,2,15,8,69,150
23,La Cocha,008,0091 ,2130,273,343,1,3,19,4,78,171
23,La Cocha,008,0091 ,2131,282,342,3,0,8,1,71,199
23,La Cocha,008,0091 ,2132,294,342,0,2,9,8,85,192
23,La Cocha,008,0091 ,2133,278,342,0,1,16,3,75,184
23,La Cocha,008,0091 ,2134,271,342,0,10,16,8,75,172
23,La Cocha,008,0091 ,2135,280,342,1,1,17,10,114,138
23,La Cocha,008,0091 ,2136,294,342,1,5,9,9,77,198
23,La Cocha,008,0091 ,2137,285,342,3,4,7,6,70,199
23,La Cocha,008,0091 ,2138,289,342,2,3,17,2,112,156
23,La Cocha,008,0091 ,2139,279,342,3,4,19,1,75,181
23,La Cocha,008,0091 ,2140,288,342,2,6,22,5,109,150
23,La Cocha,008,0091 ,2141,285,342,1,2,14,8,81,181
23,La Cocha,008,0091 ,2142,284,342,4,1,13,7,84,176
23,La Cocha,008,0091 ,2143,284,342,1,7,17,6,76,184
23,La Cocha,008,0091 ,2144,275,342,2,2,17,8,77,171
23,La Cocha,008,0091 ,2145,284,342,2,5,22,5,103,152
23,La Cocha,008,0091 ,2146,281,342,1,3,9,5,105,161
23,La Cocha,008,0091 ,2147,292,342,2,7,13,9,78,190
23,La Cocha,008,0091 ,2148,278,342,0,7,16,6,79,177
23,La Cocha,008,0091 ,2149,291,342,1,7,21,9,79,181
23,La Cocha,008,0091 ,2150,296,342,2,2,27,2,76,189
23,La Cocha,008,0091 ,2151,284,342,1,2,17,8,77,181
23,La Cocha,008,0092 ,2152,217,251,1,0,9,6,42,159
23,La Cocha,008,0092 ,2153,211,251,3,1,11,2,59,136
23,La Cocha,008,0092 ,2154,205,251,0,2,8,7,39,151
23,La Cocha,008,0093 ,2155,218,272,1,0,18,6,47,146
23,La Cocha,008,0093 ,2156,210,272,2,4,16,9,29,154
23,La Cocha,008,0093 ,2157,210,271,1,3,8,10,45,146
23,Graneros,009,0094 ,2158,259,304,2,2,24,4,41,188
23,Graneros,009,0094 ,2159,258,303,2,3,13,10,46,187
23,Graneros,009,0094 ,2160,264,303,2,3,14,2,51,195
23,Graneros,009,0094 ,2161,259,303,3,0,27,11,51,167
23,Graneros,009,0094 ,2162,246,303,4,2,9,4,42,187
23,Graneros,009,0095 ,2163,106,132,0,1,10,1,16,79
23,Graneros,009,0096 ,2164,251,323,4,7,34,7,54,152
23,Graneros,009,0096 ,2165,249,323,0,7,29,8,45,167
23,Graneros,009,0096 ,2166,256,323,1,8,16,9,66,164
23,Graneros,009,0096 ,2167,246,323,4,7,32,10,61,139
23,Graneros,009,0096 ,2168,251,323,3,8,15,10,71,152
23,Graneros,009,0096 ,2169,245,322,0,7,18,5,47,175
23,Graneros,009,0096 ,2170,261,322,2,3,31,7,71,150
23,Graneros,009,0096 ,2171,263,322,2,4,14,9,86,152
23,Graneros,009,0096 ,2172,246,322,0,2,27,6,68,145
23,Graneros,009,0096 ,2173,257,322,1,1,30,19,42,165
23,Graneros,009,0097 ,2174,320,321,1,1,11,2,36,270
23,Graneros,009,0097 ,2175,257,320,0,2,5,6,28,218
23,Graneros,009,0098 ,2176,261,323,0,6,11,3,79,168
23,Graneros,009,0098 ,2177,285,323,1,1,23,10,72,179
23,Graneros,009,0098 ,2178,254,323,0,5,21,6,39,188
23,Graneros,009,0098 ,2179,260,323,0,12,26,8,47,179
23,Graneros,009,0098 ,2180,269,323,3,7,17,7,53,189
23,Graneros,009,0098 ,2181,266,323,3,3,8,12,55,188
23,Graneros,009,0098 ,2182,268,323,1,0,15,4,46,202
23,Graneros,009,0098 ,2183,278,323,2,2,23,7,52,194
23,Graneros,009,0098 ,2184,282,322,2,2,25,6,46,203
23,Graneros,009,0098 ,2185,264,322,3,5,9,7,70,175
23,Graneros,009,0098 ,2186,284,322,2,4,14,6,58,204
23,Graneros,009,0099 ,2187,167,210,0,0,11,1,36,119
23,Graneros,009,0099 ,2188,170,209,0,0,5,2,25,138
23,Graneros,009,0100 ,2189,249,306,0,4,10,3,24,212
23,Graneros,009,0100 ,2190,248,306,0,1,10,5,50,183
23,Graneros,009,0100 ,2191,249,306,1,0,18,4,48,178
23,Graneros,009,0100 ,2192,253,306,1,1,11,0,35,206
23,Graneros,009,0100 ,2193,243,305,0,1,6,3,61,173
23,Graneros,009,0100 ,2194,262,305,0,0,11,1,46,204
23,Graneros,009,0101 ,2195,152,175,1,1,9,1,25,116
23,Simoca,010,0102 ,2196,259,337,4,3,34,9,34,178
23,Simoca,010,0102 ,2197,241,336,1,0,27,3,29,181
23,Simoca,010,0103 ,2198,260,334,3,2,31,8,61,157
23,Simoca,010,0103 ,2199,285,333,4,0,32,6,38,205
23,Simoca,010,0104 ,2200,194,270,1,3,44,2,47,100
23,Simoca,010,0105 ,2201,158,217,0,3,29,2,33,94
23,Simoca,010,0105 ,2202,172,217,0,1,38,7,27,100
23,Simoca,010,0106 ,2203,237,267,1,2,23,1,40,172
23,Simoca,010,0106 ,2204,214,267,1,2,23,2,28,160
23,Simoca,010,0106 ,2205,220,267,3,1,10,6,25,176
23,Simoca,010,0106 ,2206,221,266,0,1,17,5,31,168
23,Simoca,010,0107 ,2207,300,349,0,1,43,10,117,130
23,Simoca,010,0107 ,2208,299,349,3,4,51,10,79,156
23,Simoca,010,0107 ,2209,306,349,2,5,35,8,95,166
23,Simoca,010,0107 ,2210,307,349,2,1,33,9,106,157
23,Simoca,010,0107 ,2211,287,348,1,0,53,3,69,161
23,Simoca,010,0107 ,2212,283,349,1,2,42,8,90,142
23,Simoca,010,0107 ,2213,294,349,1,4,30,8,88,167
23,Simoca,010,0107 ,2214,302,349,1,2,44,6,104,147
23,Simoca,010,0107 ,2215,294,349,0,1,56,8,94,136
23,Simoca,010,0107 ,2216,296,349,2,0,48,15,85,146
23,Simoca,010,0107 ,2217,306,349,1,1,30,10,127,138
23,Simoca,010,0107 ,2218,297,349,1,5,44,3,92,157
23,Simoca,010,0107 ,2219,290,349,2,10,41,11,81,155
23,Simoca,010,0107 ,2220,298,349,1,0,48,8,83,158
23,Simoca,010,0107 ,2221,304,349,1,1,30,3,118,152
23,Simoca,010,0107 ,2222,294,348,0,2,55,18,73,148
23,Simoca,010,0107 ,2223,294,348,5,6,24,17,113,135
23,Simoca,010,0107 ,2224,290,348,2,2,43,12,84,149
23,Simoca,010,0107 ,2225,292,348,0,6,37,8,80,167
23,Simoca,010,0107 ,2226,298,348,0,3,41,9,84,164
23,Simoca,010,0107 ,2227,287,348,1,3,45,3,81,157
23,Simoca,010,0107 ,2228,286,348,3,0,40,5,72,166
23,Simoca,010,0107 ,2229,289,348,1,5,40,9,58,181
23,Simoca,010,0107 ,2230,283,348,2,5,40,10,101,130
23,Simoca,010,0107 ,2231,300,348,0,3,40,7,86,167
23,Simoca,010,0107 ,2232,283,348,1,0,42,12,72,156
23,Simoca,010,0108 ,2233,280,340,0,1,20,6,48,206
23,Simoca,010,0108 ,2234,292,340,0,0,21,8,26,237
23,Simoca,010,0108 ,2235,293,340,0,1,22,0,29,242
23,Simoca,010,0108 ,2236,283,339,0,0,17,4,45,217
23,Simoca,010,0108 ,2237,282,339,0,0,22,4,33,223
23,Simoca,010,0109 ,2238,253,306,1,2,17,0,30,205
23,Simoca,010,0109 ,2239,257,306,0,0,26,3,38,190
23,Simoca,010,0109 ,2240,253,306,0,0,25,5,34,189
23,Simoca,010,0109 ,2241,244,305,1,2,26,3,48,166
23,Simoca,010,0109 ,2242,238,305,2,2,18,6,26,186
23,Simoca,010,0109 ,2243,240,305,3,0,24,1,35,177
23,Simoca,010,0110 ,2244,250,297,0,0,4,3,35,208
23,Simoca,010,0110 ,2245,232,297,0,0,10,7,23,192
23,Simoca,010,0110 ,2246,241,297,3,0,9,4,35,190
23,Simoca,010,0110A,2247,280,342,2,0,12,2,38,226
23,Simoca,010,0110A,2248,293,342,1,0,13,2,41,236
23,Simoca,010,0110A,2249,276,341,1,0,13,1,40,221
23,Simoca,010,0111 ,2250,232,289,0,0,15,5,36,176
23,Simoca,010,0111 ,2251,232,289,0,0,9,6,51,166
23,Simoca,010,0111 ,2252,249,289,1,0,8,6,43,191
23,Simoca,010,0111 ,2253,244,289,0,0,8,3,68,165
23,Simoca,010,0111 ,2254,239,288,0,1,7,3,50,179
